index,question,options,gold,explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
10,فتوسنتز یک فرایند است که شامل دی‌اکسید کربن، آب، گلوکز، اکسیژن و نور خورشید می‌باشد. کدام معادله شیمیایی صحیح برای فتوسنتز است؟,"['O_{2} + H_{2}O + انرژی -> C_{6}H_{12}O_{6} + CO_{2}', 'CO_{2} + H_{2}O -> C_{6}H_{6}O_{3} + O_{2} + انرژی', '6O_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} + 6CO_{2} + انرژی', '6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2}']",D,فرایند فتوسنتز شامل تبدیل شش مولکول دی‌اکسید کربن و شش مولکول آب به یک مولکول گلوکز و شش مولکول اکسیژن با استفاده از انرژی نور خورشید است. معادله صحیح این فرایند به صورت 6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2} است که به وضوح مراحل فتوسنتز را توصیف می‌کند.,D,0.8747984766960144,D,0.9920433163642883,True,True,True,True,[1.1792953e-01 6.1883742e-04 6.6531291e-03 8.7479848e-01],[7.5743441e-03 6.9757298e-05 3.1263052e-04 9.9204332e-01]
11,کدامیک از موارد زیر نمونه‌ای از یک تغییر فیزیکی است؟,"['روشن کردن یک کبریت', 'شکستن یک شیشه', 'سوختن بنزین', 'زنگ\u200cزدگی آهن']",B,شکستن یک شیشه تغییر فیزیکی است زیرا فقط شکل و اندازه آن تغییر می‌کند و ترکیب شیمیایی‌اش ثابت می‌ماند. سایر گزینه‌ها تغییرات شیمیایی هستند. بنابراین، گزینه B صحیح است.,C,0.6676990389823914,B,0.9919742941856384,False,True,True,True,[0.13147774 0.19129898 0.66769904 0.00952422],[6.6969376e-03 9.9197429e-01 7.0585200e-04 6.2291219e-04]
12,کدام یک از مناطق زیر بیشتر احتمال دارد تا سنگ‌های دگرگونی مانند گنیس و شیست را تشکیل دهد؟,"['بستر دریا', 'بیابان بادزده', 'محل عمیق زیر زمین', 'محل تحت پوشش یخچال']",C,سنگ‌های دگرگونی مانند گنایس و شیست در عمق زمین و تحت فشار و دمای بالا تشکیل می‌شوند. این شرایط در محل‌های عمیق زیر زمین وجود دارد که سنگ‌ها تحت تأثیر تغییرات دما و فشار قرار می‌گیرند.,C,0.7616659998893738,C,0.9814053177833557,True,True,True,True,[0.17061582 0.03806954 0.761666   0.02964858],[0.01567813 0.00145829 0.9814053  0.00145829]
13,حشرات نر در یک جمعیت برای جلوگیری از تولید اسپرم درمان می‌شوند. آیا این کار می‌تواند جمعیت این حشرات را کاهش دهد؟,"['خیر، زیرا حشرات هنوز هم جفت\u200cگیری خواهند کرد.', 'خیر، زیرا این کار نرخ جهش فرزندان را تغییر نمی\u200cدهد.', 'بله، زیرا این کار به شدت نرخ زاد و ولد را کاهش می\u200cدهد.', 'بله، زیرا نرها خواهند مرد.']",C,اگر نرهای حشره‌ها درمان شوند و اسپرم تولید نکنند، نرخ زاد و ولد به شدت کاهش می‌یابد. بدون اسپرم، نرها نمی‌توانند تخمک‌ها را بارور کنند و این امر منجر به کاهش نسل‌های جدید و در نتیجه کاهش جمعیت,C,0.5505214929580688,A,0.62054443359375,True,False,False,False,[0.43042463 0.0112926  0.5505215  0.00776128],[0.62054443 0.00153818 0.37637922 0.00153818]
14,در زمین، آب می‌تواند به صورت جامد، مایع یا گاز باشد. کدام منبع انرژی بیشترین تأثیر را بر وضعیت ماده آب دارد؟,"['خورشید', 'باد', 'جریان\u200cهای اقیانوسی', 'هسته فلزی']",A,خورشید بزرگترین منبع انرژی زمین است و تأثیر زیادی بر حالت‌های آب دارد. انرژی خورشیدی باعث تبخیر، ذوب یخ و گرمایش آب می‌شود و به تغییر حالت‌های آب از جامد به مایع و گاز کمک می‌کند. بنابراین، خور,A,0.9873910546302795,A,0.9982947707176208,True,True,True,True,[0.98739105 0.00148738 0.00356805 0.00755356],[9.9829477e-01 1.0467572e-03 2.4862663e-04 4.0991601e-04]
15,یک کشتی مقدار زیادی نفت را در نزدیکی یک ناحیه ساحلی نشت می‌کند. کدام یک از بیانیه‌ها توصیف می‌کند که نفت چگونه احتمالاً بر زیستگاه ساحلی تأثیر خواهد گذاشت؟,"['نرخ تولید مثل ماهی\u200cها افزایش خواهد یافت.', 'پرندگان آبی قادر به استفاده از بال\u200cهای خود نخواهند بود.', 'گیاهان آبزی در معرض نور خورشید بیشتری قرار خواهند گرفت.', 'گیاهان ساحلی به مواد مغذی بیشتری دسترسی خواهند داشت.']",B,نشت نفت به نواحی ساحلی کیفیت آب را کاهش می‌دهد و به پرندگان آبی آسیب می‌زند. این آلودگی باعث می‌شود پرها آلوده شده و پرندگان نتوانند به درستی پرواز کنند.,A,0.9468340873718262,B,0.9823220372200012,False,True,True,True,[0.9468341  0.02523227 0.00270134 0.02523227],[1.6064918e-02 9.8232204e-01 2.9423926e-04 1.3186889e-03]
16,یک ویژگی شیمیایی معدنی وقتی مشهود است که معدنی,"['به راحتی هنگام ضربه با چکش می\u200cشکند', 'هنگام قرار دادن اسید بر روی آن حباب کند', 'به راحتی توسط ناخن خراشیده می\u200cشود', 'نور را از سطح خود بازتاب می\u200cدهد']",B,خاصیت شیمیایی یک ماده معدنی زمانی مشخص می‌شود که با مواد شیمیایی دیگر واکنش نشان دهد. در اینجا، حباب زدن معدنی در تماس با اسید نشان‌دهنده یک واکنش شیمیایی است، در حالی که سایر گزینه‌ها به خواص فیزیکی مربوط می‌شوند.,A,0.5072625875473022,B,0.9902650117874146,False,True,True,True,[0.5072626  0.2386797  0.2386797  0.01537796],[8.5507538e-03 9.9026501e-01 7.0188858e-04 4.8240053e-04]
17,یک غروب که در حال تاریک شدن است، الکس بر روی ایوان جلویی می‌نشیند و به آرامی ناپدید شدن خورشید پشت خانه همسایه آن طرف خیابان را تماشا می‌کند. کدام گزینه این مشاهدات را توضیح می‌دهد؟,"['نور خورشید توسط ابرها منعکس می\u200cشود.', 'نور خورشید توسط جو زمین شکست می\u200cیابد.', 'خورشید هر روز از غرب به شرق حرکت می\u200cکند.', 'خورشید به نظر می\u200cرسد که به دلیل چرخش زمین در حال حرکت است.']",D,خورشید به دلیل چرخش زمین به دور محور خود به نظر می‌رسد که در آسمان حرکت می‌کند. الکس غروب خورشید را مشاهده می‌کند که به تدریج از دید او ناپدید می‌شود، زیرا زمین به سمت غرب می‌چرخد. این پدیده نشان‌دهنده تأثیر چرخ,D,0.9096762537956238,D,0.9505488872528076,True,True,True,True,[0.06589673 0.01297583 0.01145113 0.90967625],[2.8929219e-02 6.3912972e-04 1.9882742e-02 9.5054889e-01]
18,یک تبلیغ خمیردندان بیان می‌کند که یک برند از خمیردندان‌ها، غلظت بیشتری از فلوراید نسبت به هر خمیردندان دیگری که در دسترس است، دارد. این تبلیغ احتمالاً به این نکته اشاره دارد که خمیردندان تبلیغ‌شده,"['طعم خوشایندی دارد.', 'توسط دندانپزشکان توصیه می\u200cشود.', 'به بهداشت دهان و دندان کمک می\u200cکند.', 'گران\u200cترین برند فروخته\u200cشده است.']",C,تبلیغ خمیردندان که به غلظت بالای فلوراید اشاره دارد، نشان می‌دهد که این خمیردندان می‌تواند به بهبود بهداشت دهان و دندان کمک کند. فلوراید به عنوان یک ماده مؤثر در پیشگیری از پوسیدگی دندان شناخته می‌شود و غلظت بالای آن می‌تواند تأثیر مثبتی بر,C,0.963753879070282,C,0.9795556664466858,True,True,True,True,[0.02266532 0.01213187 0.9637539  0.00144895],[1.4137316e-02 5.8933101e-03 9.7955567e-01 4.1377530e-04]
19,سلول‌ها چه چیزی را تجزیه می‌کنند تا انرژی تولید کنند؟,"['غذا', 'آب', 'کلروفیل', 'دی\u200cاکسید کربن']",A,"سلول‌ها برای تولید انرژی از مواد غذایی مانند کربوهیدرات‌ها، چربی‌ها و پروتئین‌ها استفاده می‌کنند. بنابراین، گزینه ""غذا"" صحیح است.",A,0.994198203086853,A,0.9995906949043274,True,True,True,True,[0.9941982  0.00189504 0.0011494  0.00275727],[9.9959069e-01 1.3775169e-04 9.4675263e-05 1.7687668e-04]
20,لورا ۵۰ میلی‌لیتر آب جوش را به ۱۰۰ میلی‌لیتر آب یخ اضافه می‌کند. اگر این ۱۵۰ میلی‌لیتر آب سپس در فریزر قرار گیرد، در چه دمايي آب یخ می‌زند؟,"['۰ درجه سانتی\u200cگراد', '۱۵ درجه سانتی\u200cگراد', '۳۷ درجه سانتی\u200cگراد', '۵۰ درجه سانتی\u200cگراد']",A,وقتی لورا 50 میلی‌لیتر آب جوش را به 100 میلی‌لیتر آب یخ اضافه می‌کند، دمای نهایی مخلوط نزدیک به 0 درجه سانتی‌گراد می‌شود، زیرا آب یخ بیشتر و دمای پایین‌تری دارد. بنابراین، وقتی این مخلوط به فریزر منتقل می‌شود، در 0 درجه سانتی‌گراد یخ می‌زند.,A,0.9709250330924988,A,0.9993951320648193,True,True,True,True,[0.97092503 0.01382248 0.0044875  0.01076496],[9.9939513e-01 1.6857918e-04 1.5836547e-04 2.7794007e-04]
21,پیامی از مغز به عضله در بازو توسط کدام ساختارها منتقل می‌شود؟,"['عصب\u200cهای حسی', 'عصب\u200cهای بینابینی', 'عصب\u200cهای حرکتی', 'عصب\u200cهای مکانورسپتوری']",C,سیگنال از مغز به عضله در بازو توسط عصب‌های حرکتی منتقل می‌شود. این عصب‌ها پیام‌های حرکتی را از سیستم عصبی مرکزی به عضلات می‌رسانند. بنابراین، گزینه صحیح عصب‌های حرکتی است.,C,0.9269867539405823,C,0.9885420799255371,True,True,True,True,[0.040412   0.02777473 0.92698675 0.00482653],[1.0832592e-02 2.5475811e-04 9.8854208e-01 3.7067090e-04]
22,ترکیب خاک بر توانایی خاک در حفظ و انتقال آب و هوا تأثیر می‌گذارد. کدام نوع خاک برای کاشت یک باغ مولد بهترین است؟,"['خاک\u200cهای شنی زیرا محتوای سیلیس بالایی دارند.', 'خاک\u200cهای لومی زیرا شامل شن و رس هستند.', 'خاک\u200cهای کمی سنگی زیرا معدنیات مورد نیاز را تأمین می\u200cکنند.', 'خاک\u200cهای رسی زیرا خاک\u200cهای سنگینی هستند و آب را حفظ می\u200cکنند.']",B,خاک لومی به دلیل ترکیب مناسب شن و رس، بهترین گزینه برای باغچه‌های پربار است. این نوع خاک توانایی نگهداری آب و انتقال هوا را دارد و مواد مغذی را به خوبی حفظ می‌کند که برای رشد گیاهان ضروری است.,A,0.3312472105026245,B,0.9924896359443665,False,True,True,True,[0.3312472  0.3312472  0.04518104 0.29232463],[6.6353013e-03 9.9248964e-01 3.3035220e-04 5.4465869e-04]
23,زمین در یک روز چند بار حول محور خود می‌چرخد؟,"['یک بار', 'دو بار', '۲۴ بار', '۳۶۵ بار']",A,"زمین در هر ۲۴ ساعت یک بار حول محور خود می‌چرخد که موجب شب و روز می‌شود. بنابراین پاسخ صحیح گزینه ""یک بار"" است.",B,0.5344530344009399,A,0.9993131160736084,False,True,True,True,[0.41623244 0.53445303 0.02619632 0.02311817],[9.9931312e-01 3.8453331e-04 1.1980502e-05 2.9026100e-04]
24,دو دانش‌آموز از آن‌ها خواسته می‌شود که نموداری را در مورد طیف الکترومغناطیسی تهیه کنند. از چپ به راست، نمودار یکی از دانش‌آموزان طیف را از پرتوهای گامای تا امواج رادیویی نشان می‌دهد، در حالی که نمودار دانش‌آموز دیگر عکس آن را نشان می‌دهد. اگر معلم بگوید که هر دو نمودار صحیح هستند، آنگاه,"['اهمیتی ندارد که دانش\u200cآموزان نمودارهای خود را چگونه برچسب\u200cگذاری کنند.', 'راه\u200cهای متعددی برای سازماندهی اطلاعات وجود دارد.', 'امواج دارای خواص یکسانی هستند.', 'دانش\u200cآموزان تشویق می\u200cشوند که کار خود را انجام دهند.']",B,این سوال نشان می‌دهد که دانش‌آموزان می‌توانند اطلاعات را به شیوه‌های مختلف سازماندهی کنند و هر دو نمودار صحیح هستند. این تنوع در ارائه اطلاعات در علم و آموزش ارزشمند است.,B,0.8339493274688721,B,0.9887852668762207,True,True,True,True,[1.6389394e-01 8.3394933e-01 9.3524628e-05 2.0631202e-03],[1.1103045e-02 9.8878527e-01 1.5681389e-05 9.6060154e-05]
25,زغال‌سنگ سنگی جامد است که از مواد ارگانیک در یک دلتای آب‌گرفته تشکیل شده است. تشکیل زغال‌سنگ نشان می‌دهد که,"['زغال\u200cسنگ عمدتاً از بقایای اسکلتی حیوانات تشکیل شده است.', 'زغال\u200cسنگ از ماگما که در طول زمان جامد شده است تشکیل می\u200cشود.', 'بلافاصله وقتی آب حذف می\u200cشود، به حالت فسیل در می\u200cآید.', 'فرایندهای زمین\u200cشناسی سال\u200cها ادامه دارد.']",D,تشکیل زغال‌سنگ نشان‌دهنده ادامه فرآیندهای زمین‌شناسی به مدت میلیون‌ها سال است. این سنگ از مواد آلی در باتلاق‌ها ایجاد می‌شود و نیاز به زمان و تغییرات زمین‌شناسی دارد تا به شکل نهایی برسد.,A,0.9591619372367859,D,0.9001928567886353,False,True,True,True,[0.95916194 0.01353552 0.00161659 0.02568591],[0.08438769 0.01443703 0.00098245 0.90019286]
26,ستاره‌ها معمولاً بر اساس درخشندگی ظاهری‌شان در آسمان شب طبقه‌بندی می‌شوند. ستاره‌ها همچنین می‌توانند به طرق دیگر نیز طبقه‌بندی شوند. کدام‌یک از این روش‌ها برای طبقه‌بندی ستاره‌ها کمترین کاربرد را دارد؟,"['رنگ قابل مشاهده', 'ترکیب', 'بافت سطحی', 'دما']",C,طبقه‌بندی ستاره‌ها بر اساس رنگ، ترکیب و دما اطلاعات مفیدی ارائه می‌دهد. اما بافت سطحی به دلیل فاصله و شرایط مشاهده، اطلاعات کمتری برای طبقه‌بندی فراهم می‌کند و بنابراین کاربرد کمتری دارد.,A,0.43724772334098816,C,0.9724900722503662,False,True,True,True,[0.43724772 0.34186167 0.05940665 0.161484  ],[2.6324101e-02 7.4675726e-04 9.7249007e-01 4.3899595e-04]
27,مایکل آموخته است که حرکت زمین در منظومه شمسی باعث تغییراتی می‌شود که می‌توان آن‌ها را روی این سیاره مشاهده کرد. کدام تغییر در زمینی که زمانی برای چرخش یک بار بر روی محور خود نیاز دارد، قابل مشاهده است؟,"['تبدیل روز به شب', 'تغییر زمستان به بهار', 'تغییر ژانویه به فوریه', 'تبدیل ماه نو به ماه کامل']",A,"چرخش زمین به دور محورش موجب ایجاد شب و روز می‌شود. این تغییرات در هر ۲۴ ساعت قابل مشاهده است، بنابراین گزینه ""تبدیل روز به شب"" صحیح است.",A,0.801138162612915,A,0.9970331192016602,True,True,True,True,[0.80113816 0.12214074 0.0576952  0.01902586],[9.9703312e-01 2.4426053e-03 1.2547048e-04 3.9874439e-04]
28,کدام یک از موارد زیر مشاهدهای است درباره ملخها که یک کلاس علوم می‌توانست در پیاده‌روی طبیعت خود انجام دهد؟,"['ملخها در یک ظرف پر از گیاهان بیشترین عمر را خواهند کرد.', 'ملخها سبز رنگ هستند و پاهای پشتی بلندی و شاخکهایی دارند.', 'ملخها احتمالاً علف بیشتری به نسبت برگ درختان خواهند خورد.', 'همه ملخها از تخمهایی که سال قبل گذاشته شده بودند، بیرون آمده\u200cاند.']",B,در پیاده‌روی علمی، دانش‌آموزان می‌توانند ویژگی‌های ظاهری ملخ‌ها مانند رنگ سبز، پاهای بلند و شاخک‌ها را به راحتی مشاهده کنند. این ویژگی‌ها به وضوح قابل دیدن هستند و می‌توانند به عنوان مشاهد,B,0.5573395490646362,B,0.9867017865180969,True,True,True,True,[0.23233369 0.55733955 0.1823608  0.02796593],[1.2518159e-02 9.8670179e-01 3.9001516e-04 3.9001516e-04]
29,چه ویژگی ای از DNA باعث تمایز سلولی در جنین های در حال توسعه می شود؟,"['کدام ژن ها وجود دارند', 'چندین نسخه از هر ژن وجود دارد', 'کدام ژن ها فعال هستند', 'چه پروتئینی توسط یک ژن تولید می شود']",C,در توسعه جنین، تمایز سلولی به فعالیت خاص ژن‌ها بستگی دارد. ژن‌های مختلف در سلول‌های متفاوت فعال می‌شوند و این فعالیت‌ها موجب ایجاد ویژگی‌ها و عملکردهای متفاوت در سلول‌ها می‌شود. بنابراین، فعالیت ژن‌ها نقش اساسی در تمای,C,0.8969911932945251,C,0.9914747476577759,True,True,True,True,[0.05723084 0.04457142 0.8969912  0.00120649],[7.5404905e-03 2.8338106e-04 9.9147475e-01 7.0137484e-04]
30,حرارت، نور و صدا همگی اشکال مختلف ___ هستند.,"['سوخت', 'انرژی', 'ماده', 'الکتریسیته']",B,حرارت، نور و صدا انواع مختلف انرژی هستند که توانایی انجام کار یا تغییر در سیستم‌ها را نشان می‌دهند.,B,0.9977158308029175,B,0.9986853003501892,True,True,True,True,[1.5000050e-03 9.9771583e-01 4.1653638e-04 3.6759206e-04],[9.0007333e-04 9.9868530e-01 2.0083351e-04 2.1378616e-04]
31,کدام یک از ویژگی‌های زیر توسط عناصر خانواده کربن به اشتراک گذاشته می‌شود؟,"['عدد اتمی ۶', 'جرم اتمی ۱۲', 'ساختار الکترونی یکسان', 'تعداد الکترون\u200cهای والانس']",D,عناصر خانواده کربن (گروه 14) همگی ۴ الکترون والانس دارند که موجب رفتار مشابه آنها در واکنش‌های شیمیایی و توانایی تشکیل پیوندهای متنوع می‌شود. سایر گزینه‌ها ویژگی‌های خاص یک عنصر هستند و برای تمام عناصر این خانواده صدق نمی‌کنند.,C,0.6934155225753784,C,0.8301776647567749,False,False,False,False,[0.15532748 0.04450206 0.6934155  0.10675491],[0.00493642 0.00141431 0.83017766 0.16347168]
32,کدام یک از این فعالیت‌های انسانی به انقراض گونه‌ها کمک نمی‌کند؟,"['شکار', 'تخریب زیستگاه', 'اکولوژی بازسازی', 'گونه\u200cهای غیربومی معرفی شده']",C,اکولوژی بازسازی به فعالیت‌هایی اشاره دارد که هدف آن‌ها احیای زیستگاه‌های آسیب‌دیده است. این فعالیت‌ها به حفظ گونه‌ها کمک کرده و به انقراض آن‌ها نمی‌انجامند، بلکه می‌توانند تنوع زیستی را افزایش دهند.,B,0.31395941972732544,B,0.6736619472503662,False,False,False,False,[0.13190424 0.31395942 0.2770682  0.2770682 ],[0.04273063 0.67366195 0.24589778 0.03770965]
33,عدم تحمل لاکتوز وضعیتی در سیستم گوارش است که در آن شخص قادر به هضم لاکتوز، شکر موجود در شیر، نیست. فردی که به عدم تحمل لاکتوز مبتلا است، آنزیم لاکتاز کافی تولید نمی‌کند که برای شکستن لاکتوز لازم است. اگر تعداد بزرگسالان مبتلا به عدم تحمل لاکتوز بیشتر از کودکان باشد، این امر به چه معناست؟,"['تولید لاکتاز با گذشت زمان کاهش می\u200cیابد.', 'هضم غذا لاکتاز را تجزیه می\u200cکند.', 'عدم تحمل لاکتوز یک واکنش آلرژیک است.', 'عدم تحمل لاکتوز مسری است.']",A,اینکه بزرگ‌ترها بیشتر از کودکان به عدم تحمل لاکتوز مبتلا می‌شوند، نشان‌دهنده کاهش تولید آنزیم لاکتاز با افزایش سن است. بسیاری از افراد در سنین بالاتر توانایی هضم لاکتوز را از دست می‌دهند زیرا تولید لاکتاز در بدن کاهش می‌یابد,A,0.9842245578765869,A,0.9996364116668701,True,True,True,True,[0.98422456 0.00758839 0.00460259 0.0035845 ],[9.9963641e-01 2.6683521e-04 4.0920506e-05 5.5931698e-05]
