index,question,options,gold,explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
10,فتوسنتز یک فرایند است که شامل دی‌اکسید کربن، آب، گلوکز، اکسیژن و نور خورشید می‌باشد. کدام معادله شیمیایی صحیح برای فتوسنتز است؟,"['O_{2} + H_{2}O + انرژی -> C_{6}H_{12}O_{6} + CO_{2}', 'CO_{2} + H_{2}O -> C_{6}H_{6}O_{3} + O_{2} + انرژی', '6O_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} + 6CO_{2} + انرژی', '6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2}']",D,فتوسنتز دی‌اکسید کربن و آب را,D,0.8747984766960144,D,0.9638990163803101,True,True,True,True,[1.1792953e-01 6.1883742e-04 6.6531291e-03 8.7479848e-01],[3.3241499e-02 7.3440035e-04 2.1250579e-03 9.6389902e-01]
11,کدامیک از موارد زیر نمونه‌ای از یک تغییر فیزیکی است؟,"['روشن کردن یک کبریت', 'شکستن یک شیشه', 'سوختن بنزین', 'زنگ\u200cزدگی آهن']",B,شکستن شیشه فقط شکل,C,0.6676990389823914,B,0.992306649684906,False,True,True,True,[0.13147774 0.19129898 0.66769904 0.00952422],[5.9583751e-03 9.9230665e-01 4.0547253e-04 1.3294932e-03]
12,کدام یک از مناطق زیر بیشتر احتمال دارد تا سنگ‌های دگرگونی مانند گنیس و شیست را تشکیل دهد؟,"['بستر دریا', 'بیابان بادزده', 'محل عمیق زیر زمین', 'محل تحت پوشش یخچال']",C,شرایط فشار و دما در,C,0.7616659998893738,C,0.7648927569389343,True,True,True,True,[0.17061582 0.03806954 0.761666   0.02964858],[0.21829107 0.01095331 0.76489276 0.00586289]
13,حشرات نر در یک جمعیت برای جلوگیری از تولید اسپرم درمان می‌شوند. آیا این کار می‌تواند جمعیت این حشرات را کاهش دهد؟,"['خیر، زیرا حشرات هنوز هم جفت\u200cگیری خواهند کرد.', 'خیر، زیرا این کار نرخ جهش فرزندان را تغییر نمی\u200cدهد.', 'بله، زیرا این کار به شدت نرخ زاد و ولد را کاهش می\u200cدهد.', 'بله، زیرا نرها خواهند مرد.']",C,نرخ زاد و ولد کاهش می,C,0.5505214929580688,C,0.5280988216400146,True,True,True,False,[0.43042463 0.0112926  0.5505215  0.00776128],[0.46604556 0.0035583  0.5280988  0.00229741]
14,در زمین، آب می‌تواند به صورت جامد، مایع یا گاز باشد. کدام منبع انرژی بیشترین تأثیر را بر وضعیت ماده آب دارد؟,"['خورشید', 'باد', 'جریان\u200cهای اقیانوسی', 'هسته فلزی']",A,خورشید تأثیر اصلی,A,0.9873910546302795,A,0.9995484948158264,True,True,True,True,[0.98739105 0.00148738 0.00356805 0.00755356],[9.99548495e-01 2.24897536e-04 1.20378980e-04 1.06234074e-04]
15,یک کشتی مقدار زیادی نفت را در نزدیکی یک ناحیه ساحلی نشت می‌کند. کدام یک از بیانیه‌ها توصیف می‌کند که نفت چگونه احتمالاً بر زیستگاه ساحلی تأثیر خواهد گذاشت؟,"['نرخ تولید مثل ماهی\u200cها افزایش خواهد یافت.', 'پرندگان آبی قادر به استفاده از بال\u200cهای خود نخواهند بود.', 'گیاهان آبزی در معرض نور خورشید بیشتری قرار خواهند گرفت.', 'گیاهان ساحلی به مواد مغذی بیشتری دسترسی خواهند داشت.']",B,نفت پرندگان آبی را,A,0.9468340873718262,A,0.9703509211540222,False,False,False,False,[0.9468341  0.02523227 0.00270134 0.02523227],[0.9703509  0.01593125 0.00276844 0.01094938]
16,یک ویژگی شیمیایی معدنی وقتی مشهود است که معدنی,"['به راحتی هنگام ضربه با چکش می\u200cشکند', 'هنگام قرار دادن اسید بر روی آن حباب کند', 'به راحتی توسط ناخن خراشیده می\u200cشود', 'نور را از سطح خود بازتاب می\u200cدهد']",B,واکنش با اسید نشان‌دهنده,A,0.5072625875473022,B,0.8208447098731995,False,True,True,True,[0.5072626  0.2386797  0.2386797  0.01537796],[0.12637329 0.8208447  0.0410274  0.01175455]
17,یک غروب که در حال تاریک شدن است، الکس بر روی ایوان جلویی می‌نشیند و به آرامی ناپدید شدن خورشید پشت خانه همسایه آن طرف خیابان را تماشا می‌کند. کدام گزینه این مشاهدات را توضیح می‌دهد؟,"['نور خورشید توسط ابرها منعکس می\u200cشود.', 'نور خورشید توسط جو زمین شکست می\u200cیابد.', 'خورشید هر روز از غرب به شرق حرکت می\u200cکند.', 'خورشید به نظر می\u200cرسد که به دلیل چرخش زمین در حال حرکت است.']",D,چرخش زمین باعث ناپدید شدن,D,0.9096762537956238,D,0.9605215191841125,True,True,True,True,[0.06589673 0.01297583 0.01145113 0.90967625],[0.02569722 0.00164277 0.0121385  0.9605215 ]
18,یک تبلیغ خمیردندان بیان می‌کند که یک برند از خمیردندان‌ها، غلظت بیشتری از فلوراید نسبت به هر خمیردندان دیگری که در دسترس است، دارد. این تبلیغ احتمالاً به این نکته اشاره دارد که خمیردندان تبلیغ‌شده,"['طعم خوشایندی دارد.', 'توسط دندانپزشکان توصیه می\u200cشود.', 'به بهداشت دهان و دندان کمک می\u200cکند.', 'گران\u200cترین برند فروخته\u200cشده است.']",C,غلظت بالای فلوراید به به,C,0.963753879070282,C,0.9408133625984192,True,True,True,False,[0.02266532 0.01213187 0.9637539  0.00144895],[0.05307706 0.00493694 0.94081336 0.00117262]
19,سلول‌ها چه چیزی را تجزیه می‌کنند تا انرژی تولید کنند؟,"['غذا', 'آب', 'کلروفیل', 'دی\u200cاکسید کربن']",A,سلول‌ها از غذا انرژی,A,0.994198203086853,A,0.9990702271461487,True,True,True,True,[0.9941982  0.00189504 0.0011494  0.00275727],[9.9907023e-01 4.8859476e-04 1.7974398e-04 2.6152594e-04]
20,لورا ۵۰ میلی‌لیتر آب جوش را به ۱۰۰ میلی‌لیتر آب یخ اضافه می‌کند. اگر این ۱۵۰ میلی‌لیتر آب سپس در فریزر قرار گیرد، در چه دمايي آب یخ می‌زند؟,"['۰ درجه سانتی\u200cگراد', '۱۵ درجه سانتی\u200cگراد', '۳۷ درجه سانتی\u200cگراد', '۵۰ درجه سانتی\u200cگراد']",A,دمای مخلوط به ۰ درجه می‌,A,0.9709250330924988,A,0.9494791030883789,True,True,True,False,[0.97092503 0.01382248 0.0044875  0.01076496],[0.9494791  0.02900976 0.00941809 0.01209307]
21,پیامی از مغز به عضله در بازو توسط کدام ساختارها منتقل می‌شود؟,"['عصب\u200cهای حسی', 'عصب\u200cهای بینابینی', 'عصب\u200cهای حرکتی', 'عصب\u200cهای مکانورسپتوری']",C,نورون‌های حرکتی پیام,C,0.9269867539405823,C,0.9235636591911316,True,True,True,False,[0.040412   0.02777473 0.92698675 0.00482653],[0.05938841 0.01325135 0.92356366 0.00379657]
22,ترکیب خاک بر توانایی خاک در حفظ و انتقال آب و هوا تأثیر می‌گذارد. کدام نوع خاک برای کاشت یک باغ مولد بهترین است؟,"['خاک\u200cهای شنی زیرا محتوای سیلیس بالایی دارند.', 'خاک\u200cهای لومی زیرا شامل شن و رس هستند.', 'خاک\u200cهای کمی سنگی زیرا معدنیات مورد نیاز را تأمین می\u200cکنند.', 'خاک\u200cهای رسی زیرا خاک\u200cهای سنگینی هستند و آب را حفظ می\u200cکنند.']",B,خاک لومی بهترین گزینه است؛,A,0.3312472105026245,B,0.9440777897834778,False,True,True,True,[0.3312472  0.3312472  0.04518104 0.29232463],[0.04718683 0.9440778  0.00234929 0.00638604]
23,زمین در یک روز چند بار حول محور خود می‌چرخد؟,"['یک بار', 'دو بار', '۲۴ بار', '۳۶۵ بار']",A,زمین روزی یک بار,B,0.5344530344009399,A,0.9996211528778076,False,True,True,True,[0.41623244 0.53445303 0.02619632 0.02311817],[9.9962115e-01 2.6449622e-04 1.6908678e-05 9.7302720e-05]
24,دو دانش‌آموز از آن‌ها خواسته می‌شود که نموداری را در مورد طیف الکترومغناطیسی تهیه کنند. از چپ به راست، نمودار یکی از دانش‌آموزان طیف را از پرتوهای گامای تا امواج رادیویی نشان می‌دهد، در حالی که نمودار دانش‌آموز دیگر عکس آن را نشان می‌دهد. اگر معلم بگوید که هر دو نمودار صحیح هستند، آنگاه,"['اهمیتی ندارد که دانش\u200cآموزان نمودارهای خود را چگونه برچسب\u200cگذاری کنند.', 'راه\u200cهای متعددی برای سازماندهی اطلاعات وجود دارد.', 'امواج دارای خواص یکسانی هستند.', 'دانش\u200cآموزان تشویق می\u200cشوند که کار خود را انجام دهند.']",B,تنوع در سازماندهی اطلاعات,B,0.8339493274688721,B,0.9524194002151489,True,True,True,True,[1.6389394e-01 8.3394933e-01 9.3524628e-05 2.0631202e-03],[4.7464497e-02 9.5241940e-01 3.2670981e-05 8.3428276e-05]
25,زغال‌سنگ سنگی جامد است که از مواد ارگانیک در یک دلتای آب‌گرفته تشکیل شده است. تشکیل زغال‌سنگ نشان می‌دهد که,"['زغال\u200cسنگ عمدتاً از بقایای اسکلتی حیوانات تشکیل شده است.', 'زغال\u200cسنگ از ماگما که در طول زمان جامد شده است تشکیل می\u200cشود.', 'بلافاصله وقتی آب حذف می\u200cشود، به حالت فسیل در می\u200cآید.', 'فرایندهای زمین\u200cشناسی سال\u200cها ادامه دارد.']",D,فرآیندهای زمین‌ش,A,0.9591619372367859,A,0.9904733300209045,False,False,False,False,[0.95916194 0.01353552 0.00161659 0.02568591],[0.99047333 0.00587808 0.00148621 0.00216242]
26,ستاره‌ها معمولاً بر اساس درخشندگی ظاهری‌شان در آسمان شب طبقه‌بندی می‌شوند. ستاره‌ها همچنین می‌توانند به طرق دیگر نیز طبقه‌بندی شوند. کدام‌یک از این روش‌ها برای طبقه‌بندی ستاره‌ها کمترین کاربرد را دارد؟,"['رنگ قابل مشاهده', 'ترکیب', 'بافت سطحی', 'دما']",C,بافت سطحی اطلاعات کمت,A,0.43724772334098816,C,0.7351313829421997,False,True,True,True,[0.43724772 0.34186167 0.05940665 0.161484  ],[0.12824667 0.09987861 0.7351314  0.03674328]
27,مایکل آموخته است که حرکت زمین در منظومه شمسی باعث تغییراتی می‌شود که می‌توان آن‌ها را روی این سیاره مشاهده کرد. کدام تغییر در زمینی که زمانی برای چرخش یک بار بر روی محور خود نیاز دارد، قابل مشاهده است؟,"['تبدیل روز به شب', 'تغییر زمستان به بهار', 'تغییر ژانویه به فوریه', 'تبدیل ماه نو به ماه کامل']",A,چرخش زمین شب,A,0.801138162612915,A,0.9906777143478394,True,True,True,True,[0.80113816 0.12214074 0.0576952  0.01902586],[9.9067771e-01 5.9369868e-03 2.4749043e-03 9.1046648e-04]
28,کدام یک از موارد زیر مشاهدهای است درباره ملخها که یک کلاس علوم می‌توانست در پیاده‌روی طبیعت خود انجام دهد؟,"['ملخها در یک ظرف پر از گیاهان بیشترین عمر را خواهند کرد.', 'ملخها سبز رنگ هستند و پاهای پشتی بلندی و شاخکهایی دارند.', 'ملخها احتمالاً علف بیشتری به نسبت برگ درختان خواهند خورد.', 'همه ملخها از تخمهایی که سال قبل گذاشته شده بودند، بیرون آمده\u200cاند.']",B,ویژگی‌های ظاهری مل,B,0.5573395490646362,B,0.9567723870277405,True,True,True,True,[0.23233369 0.55733955 0.1823608  0.02796593],[0.03720694 0.9567724  0.00392158 0.00209907]
29,چه ویژگی ای از DNA باعث تمایز سلولی در جنین های در حال توسعه می شود؟,"['کدام ژن ها وجود دارند', 'چندین نسخه از هر ژن وجود دارد', 'کدام ژن ها فعال هستند', 'چه پروتئینی توسط یک ژن تولید می شود']",C,فعالیت ژن‌ها تمای,C,0.8969911932945251,C,0.5340962409973145,True,True,True,False,[0.05723084 0.04457142 0.8969912  0.00120649],[0.0386898  0.41595456 0.53409624 0.01125938]
30,حرارت، نور و صدا همگی اشکال مختلف ___ هستند.,"['سوخت', 'انرژی', 'ماده', 'الکتریسیته']",B,حرارت، نور و,B,0.9977158308029175,B,0.9974287152290344,True,True,True,False,[1.5000050e-03 9.9771583e-01 4.1653638e-04 3.6759206e-04],[1.3182095e-03 9.9742872e-01 8.5110008e-04 4.0203123e-04]
31,کدام یک از ویژگی‌های زیر توسط عناصر خانواده کربن به اشتراک گذاشته می‌شود؟,"['عدد اتمی ۶', 'جرم اتمی ۱۲', 'ساختار الکترونی یکسان', 'تعداد الکترون\u200cهای والانس']",D,عناصر خانواده کربن ۴,C,0.6934155225753784,C,0.473802775144577,False,False,False,False,[0.15532748 0.04450206 0.6934155  0.10675491],[0.11886384 0.08169384 0.47380278 0.32563958]
32,کدام یک از این فعالیت‌های انسانی به انقراض گونه‌ها کمک نمی‌کند؟,"['شکار', 'تخریب زیستگاه', 'اکولوژی بازسازی', 'گونه\u200cهای غیربومی معرفی شده']",C,اکولوژی بازسازی به حفظ گونه‌ها,B,0.31395941972732544,B,0.7678214907646179,False,False,False,False,[0.13190424 0.31395942 0.2770682  0.2770682 ],[0.02617098 0.7678215  0.15060356 0.05540396]
33,عدم تحمل لاکتوز وضعیتی در سیستم گوارش است که در آن شخص قادر به هضم لاکتوز، شکر موجود در شیر، نیست. فردی که به عدم تحمل لاکتوز مبتلا است، آنزیم لاکتاز کافی تولید نمی‌کند که برای شکستن لاکتوز لازم است. اگر تعداد بزرگسالان مبتلا به عدم تحمل لاکتوز بیشتر از کودکان باشد، این امر به چه معناست؟,"['تولید لاکتاز با گذشت زمان کاهش می\u200cیابد.', 'هضم غذا لاکتاز را تجزیه می\u200cکند.', 'عدم تحمل لاکتوز یک واکنش آلرژیک است.', 'عدم تحمل لاکتوز مسری است.']",A,تولید لاکتاز با افزایش,A,0.9842245578765869,A,0.9104053974151611,True,True,True,False,[0.98422456 0.00758839 0.00460259 0.0035845 ],[0.9104054  0.05116132 0.03516263 0.00327063]
34,چهار ماده در ظرف‌های کوچک قرار می‌گیرند. این مواد سپس از ظرف‌های کوچک به ظرف‌های بزرگ‌تر منتقل می‌شوند. کدام ماده به‌طور کامل ظرف بزرگ‌تر را پر خواهد کرد؟,"['هوا', 'یخ', 'شن', 'آب']",A,آب مایع است و کامل ظرف را,D,0.531457245349884,D,0.9278395771980286,False,False,False,False,[0.04943323 0.41389933 0.00521022 0.53145725],[1.9483689e-02 5.2141052e-02 5.3570454e-04 9.2783958e-01]
35,کدام یک از اجسام آسمانی زیر بیشترین چگالی را دارد؟,"['یک سیاره', 'یک شهاب\u200cواره', 'یک سحابی', 'یک ستاره نوترونی']",D,ستاره‌های نوترونی چگالی بسیار بالایی,D,0.889293909072876,D,0.9642304182052612,True,True,True,True,[0.04997493 0.05662902 0.00410219 0.8892939 ],[0.02894713 0.00570003 0.0011224  0.9642304 ]
36,جنگل‌های بارانی گونه‌های درختی بیشتری نسبت به هر بیوم دیگری دارند. با این حال، دانشمندان متوجه شده‌اند که خاک سطح جنگل نسبتاً فقیر از مواد مغذی است. چه چیزی احتمالاً می‌تواند دلیل این مسئله باشد؟,"['عدم فرسایش دسترسی به مواد معدنی را کاهش می\u200cدهد.', 'مواد مغذی به\u200cوسیله\u200cی حیات گیاهی مصرف می\u200cشوند.', 'سطح جنگل به اندازه کافی نور خورشید دریافت نمی\u200cکند.', 'حیوانات مواد مغذی را می\u200cخورند.']",B,گیاهان مواد مغذی خاک,B,0.9262003898620605,B,0.8495554327964783,True,True,True,False,[0.06683215 0.9262004  0.00491754 0.00204994],[1.4878847e-01 8.4955543e-01 1.2872727e-03 3.6880976e-04]
37,کدام یک از این ویژگی‌ها در انسان‌ها ارثی نیست؟,"['قد', 'رنگ مو', 'رنگ پوست', 'هوش']",D,هوش تحت تأثیر عوامل محیط,A,0.5928718447685242,A,0.6643058657646179,False,False,False,False,[0.59287184 0.11765902 0.07136381 0.21810538],[0.66430587 0.21566853 0.02941648 0.09060915]
38,لکه‌های آب روی پیاده‌رو به سرعت در حال تبخیر هستند. علت عمده تبخیر این لکه‌ها چیست؟,"['حرارت', 'ابرها', 'هوا', 'آب']",A,حرارت عامل اصلی تبخ,A,0.9826138615608215,A,0.9966803789138794,True,True,True,True,[0.98261386 0.00976582 0.00169704 0.00592327],[9.9668038e-01 2.4441266e-03 2.5760909e-04 6.1797205e-04]
39,یک مهندس زمان لازم برای حرکت صدا از طریق نمونه‌های مختلف مواد را اندازه‌گیری کرد. تمام نمونه‌ها از نظر شکل و اندازه یکسان بودند. اندازه‌گیری‌ها با استفاده از امواج اولتراسونیک با فرکانس ۵ مگاهرتز انجام شد. مهندس احتمالاً سعی در پاسخ به کدام سؤال داشت؟,"['در کدام ماده صدا سریع\u200cتر حرکت می\u200cکند؟', 'در کدام ماده صدا دورتر می\u200cرود؟', 'آیا فرکانس بر مسافت حرکت صدا تأثیر می\u200cگذارد؟', 'آیا شکل محیط بر سرعت صدا تأثیر می\u200cگذارد؟']",A,مهندس سرعت حرکت صدا در,A,0.8877829909324646,A,0.9940063953399658,True,True,True,True,[0.887783   0.01266354 0.00598183 0.09357163],[9.9400640e-01 5.5354048e-04 8.0539664e-04 4.6347375e-03]
40,کدامیک از موارد زیر شامل واحدهای متریک اندازه‌گیری نیست؟,"['گ، کیلوگرم، سانتی\u200cگرم', 'دسی\u200cلیتر، لیتر، میلی\u200cلیتر', 'پا، یارد، مایل', 'نیوتن، ژول، وات']",C,گزینه C واحدهای غیرمتریک,A,0.37268131971359253,D,0.5307627320289612,False,False,False,False,[0.37268132 0.19792955 0.05670777 0.37268132],[0.0723943  0.0723943  0.32444873 0.53076273]
41,چرخه زندگی شب پره چگونه با حشرات دیگر که دگرگونی ناقص را طی می‌کنند، متفاوت است؟,"['یک پیله ایجاد می\u200cکند.', 'به یک بزرگسال تبدیل می\u200cشود.', 'تخم می\u200cگذارد.', 'برگ\u200cها می\u200cخورد.']",A,چرخه زندگی پروانه‌ها شامل پیله,B,0.4627525508403778,A,0.6339038610458374,False,True,True,True,[0.28067362 0.46275255 0.21858883 0.03798504],[0.63390386 0.18304093 0.16153306 0.0215222 ]
42,مکیدگی زیستی آلودگی‌ها در کجا بیشترین احتمال وجود را دارد؟,"['در یک دلتای رودخانه', 'در یک اقیانوس آزاد', 'در یک ناحیه جزر و مدی', 'در یک چشمه حرارتی زیرآبی']",A,تجمع آلودگی‌ها در مناطق با تن,A,0.44640272855758667,C,0.5586333274841309,True,False,False,False,[0.44640273 0.14606242 0.39394903 0.01358592],[0.33882824 0.0856692  0.5586333  0.01686927]
43,نیروی جاذبه‌ای که توسط یک جسم وارد می‌شود به چه چیزی بستگی دارد؟,"['حجم.', 'وزن.', 'جرم.', 'اندازه.']",C,نیروی جاذبه به,B,0.49250707030296326,C,0.9332150220870972,False,True,True,True,[0.00702524 0.49250707 0.49250707 0.00796064],[0.00298184 0.04664389 0.933215   0.01715933]
44,درختان احتمالاً چگونه محیطی را که در آن قرار دارند تغییر می‌دهند؟,"['آزاد کردن نیتروژن در خاک.', 'رقابت با گونه\u200cهای غیر بومی.', 'افزودن دی\u200cاکسید کربن به جو.', 'برداشت آب از خاک و بازگرداندن آن به جو.']",D,درختان با جذب آب و تبخیر,A,0.6605489253997803,C,0.4592200815677643,False,False,False,False,[0.6605489  0.04222748 0.05422116 0.24300237],[0.24773064 0.01233378 0.45922008 0.28071558]
45,مدت زمان لازم برای چرخش زمین حول محور خود به میزان هفت بار چقدر است؟,"['یک روز', 'یک هفته', 'یک ماه', 'یک سال']",B,برای چرخش,A,0.645486056804657,A,0.9685580730438232,False,False,False,False,[0.64548606 0.04158818 0.00562835 0.3072974 ],[0.9685581  0.00662886 0.00167604 0.02313701]
46,کدام سیاره دارای طولانی‌ترین سال سیاره‌ای است؟,"['زمین', 'زهره', 'مشتری', 'نپتون']",D,نپتون ۱۶۴.,A,0.38318783044815063,D,0.605342447757721,False,True,True,True,[0.38318783 0.09764493 0.1810051  0.33816206],[0.2859435  0.01588173 0.09283227 0.60534245]
47,کدام یک از منابع غیرقابل تجدید است؟,"['الف) نفت', 'ب) درختان', 'ج) انرژی خورشیدی', 'د) محصولات غذایی']",A,نفت منبعی غیرقابل تج,A,0.6418253779411316,A,0.9822638630867004,True,True,True,True,[0.6418254  0.0280899  0.30199486 0.0280899 ],[0.98226386 0.00853151 0.00517462 0.00403   ]
48,اگر ماه نو در ۲ ژوئن رخ دهد، ماه نو بعدی چه زمانی رخ خواهد داد؟,"['۳۰ ژوئن', '۲۸ ژوئن', '۲۳ ژوئن', '۱۵ ژوئن']",A,ماه جدید هر 29.5 روز,C,0.6213812232017517,A,0.8978995084762573,False,True,True,True,[0.2935197  0.02730159 0.6213812  0.05779746],[0.8978995  0.01878147 0.06453745 0.01878147]
49,در موجودات زنده، مواد کوچکتر به هم متصل می‌شوند تا مواد بزرگتر را تشکیل دهند. کدام یک از موارد زیر به طور صحیح یک ماده بزرگتر را که با پیوند مواد کوچکتر تشکیل شده است، توصیف می‌کند؟,"['نوکلئوتیدها به هم متصل می\u200cشوند تا دی\u200cان\u200cای را تشکیل دهند.', 'اسیدهای آمینه به هم متصل می\u200cشوند تا دی\u200cان\u200cای را تشکیل دهند.', 'پروتئین\u200cها به هم متصل می\u200cشوند تا نوکلئوتیدها را تشکیل دهند.', 'اسیدهای نوکلئیک به هم متصل می\u200cشوند تا پروتئین\u200cها را تشکیل دهند.']",A,نوکلئوتیدها,C,0.9044555425643921,C,0.8681483268737793,False,False,False,False,[0.07380848 0.01476263 0.90445554 0.00697337],[0.1174911  0.00851103 0.8681483  0.00584954]
