index,question,options,gold,explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
10,فتوسنتز یک فرایند است که شامل دی‌اکسید کربن، آب، گلوکز، اکسیژن و نور خورشید می‌باشد. کدام معادله شیمیایی صحیح برای فتوسنتز است؟,"['O_{2} + H_{2}O + انرژی -> C_{6}H_{12}O_{6} + CO_{2}', 'CO_{2} + H_{2}O -> C_{6}H_{6}O_{3} + O_{2} + انرژی', '6O_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} + 6CO_{2} + انرژی', '6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{6} + 6O_{2}']",D,فرایند فتوسنتز شامل تبدیل شش مولکول دی‌اکسید کربن و شش مولکول آب به یک مولکول گلوکز و شش مولکول اکسیژن با استفاده از انرژی نور خورشید است. معادله صحیح این فرایند به صورت 6CO_{2} + 6H_{2}O + انرژی -> C_{6}H_{12}O_{,D,0.8747984766960144,D,0.9957581162452698,True,True,True,True,[1.1792953e-01 6.1883742e-04 6.6531291e-03 8.7479848e-01],[3.2191889e-03 1.2878375e-04 8.9393643e-04 9.9575812e-01]
11,کدامیک از موارد زیر نمونه‌ای از یک تغییر فیزیکی است؟,"['روشن کردن یک کبریت', 'شکستن یک شیشه', 'سوختن بنزین', 'زنگ\u200cزدگی آهن']",B,شکستن یک شیشه تغییر فیزیکی است زیرا فقط شکل و اندازه آن تغییر می‌کند و ترکیب شیمیایی دست نخورده باقی می‌ماند. سایر گزینه‌ها تغییرات شیمیایی هستند,C,0.6676990389823914,B,0.995797872543335,False,True,True,True,[0.13147774 0.19129898 0.66769904 0.00952422],[2.4828415e-03 9.9579787e-01 9.1338635e-04 8.0606062e-04]
12,کدام یک از مناطق زیر بیشتر احتمال دارد تا سنگ‌های دگرگونی مانند گنیس و شیست را تشکیل دهد؟,"['بستر دریا', 'بیابان بادزده', 'محل عمیق زیر زمین', 'محل تحت پوشش یخچال']",C,سنگ‌های دگرگونی مانند گنایس و شیست در عمق زمین و تحت فشار و دمای بالا تشکیل می‌شوند. بنابراین، محل عمیق زیر زمین بهترین گزینه است.,C,0.7616659998893738,C,0.992602527141571,True,True,True,True,[0.17061582 0.03806954 0.761666   0.02964858],[5.9022307e-03 3.3298106e-04 9.9260253e-01 1.1622180e-03]
13,حشرات نر در یک جمعیت برای جلوگیری از تولید اسپرم درمان می‌شوند. آیا این کار می‌تواند جمعیت این حشرات را کاهش دهد؟,"['خیر، زیرا حشرات هنوز هم جفت\u200cگیری خواهند کرد.', 'خیر، زیرا این کار نرخ جهش فرزندان را تغییر نمی\u200cدهد.', 'بله، زیرا این کار به شدت نرخ زاد و ولد را کاهش می\u200cدهد.', 'بله، زیرا نرها خواهند مرد.']",C,اگر نرهای حشره‌ها اسپرم تولید نکنند، نرخ زاد و ولد به شدت کاهش می‌یابد و در نتیجه جمعیت حشره‌ها کاهش می‌یابد.,C,0.5505214929580688,A,0.9220418930053711,True,False,False,False,[0.43042463 0.0112926  0.5505215  0.00776128],[9.2204189e-01 1.2870746e-03 7.5982034e-02 6.8892143e-04]
14,در زمین، آب می‌تواند به صورت جامد، مایع یا گاز باشد. کدام منبع انرژی بیشترین تأثیر را بر وضعیت ماده آب دارد؟,"['خورشید', 'باد', 'جریان\u200cهای اقیانوسی', 'هسته فلزی']",A,خورشید بزرگترین منبع انرژی زمین است و بر حالت‌های آب تأثیر زیادی دارد. انرژی آن باعث تبخیر، ذوب یخ و گرمایش آب می‌شود و به تغییر حالت‌های آب کمک می,A,0.9873910546302795,A,0.9977051615715027,True,True,True,True,[0.98739105 0.00148738 0.00356805 0.00755356],[9.9770516e-01 1.1819629e-03 3.9590799e-04 7.1689673e-04]
15,یک کشتی مقدار زیادی نفت را در نزدیکی یک ناحیه ساحلی نشت می‌کند. کدام یک از بیانیه‌ها توصیف می‌کند که نفت چگونه احتمالاً بر زیستگاه ساحلی تأثیر خواهد گذاشت؟,"['نرخ تولید مثل ماهی\u200cها افزایش خواهد یافت.', 'پرندگان آبی قادر به استفاده از بال\u200cهای خود نخواهند بود.', 'گیاهان آبزی در معرض نور خورشید بیشتری قرار خواهند گرفت.', 'گیاهان ساحلی به مواد مغذی بیشتری دسترسی خواهند داشت.']",B,نشت نفت به آب‌های ساحلی کیفیت آب را کاهش می‌دهد و به پرندگان آبی آسیب می‌زند، زیرا نفت پرهای آن‌ها را آلوده کرده و مانع از استفاده صحیح از بال‌هایشان می,A,0.9468340873718262,B,0.985152006149292,False,True,True,True,[0.9468341  0.02523227 0.00270134 0.02523227],[1.2232840e-02 9.8515201e-01 4.8937515e-04 2.1257487e-03]
16,یک ویژگی شیمیایی معدنی وقتی مشهود است که معدنی,"['به راحتی هنگام ضربه با چکش می\u200cشکند', 'هنگام قرار دادن اسید بر روی آن حباب کند', 'به راحتی توسط ناخن خراشیده می\u200cشود', 'نور را از سطح خود بازتاب می\u200cدهد']",B,خاصیت شیمیایی معدنی زمانی مشخص می‌شود که با مواد شیمیایی واکنش نشان دهد. حباب زدن در اثر قرار دادن اسید نشان‌دهنده یک واکنش شیمیایی است، در حالی که سایر گزینه‌ها به خواص فیز,A,0.5072625875473022,B,0.9926888346672058,False,True,True,True,[0.5072626  0.2386797  0.2386797  0.01537796],[0.00514846 0.99268883 0.00101379 0.00114878]
17,یک غروب که در حال تاریک شدن است، الکس بر روی ایوان جلویی می‌نشیند و به آرامی ناپدید شدن خورشید پشت خانه همسایه آن طرف خیابان را تماشا می‌کند. کدام گزینه این مشاهدات را توضیح می‌دهد؟,"['نور خورشید توسط ابرها منعکس می\u200cشود.', 'نور خورشید توسط جو زمین شکست می\u200cیابد.', 'خورشید هر روز از غرب به شرق حرکت می\u200cکند.', 'خورشید به نظر می\u200cرسد که به دلیل چرخش زمین در حال حرکت است.']",D,خورشید به دلیل چرخش زمین به دور محور خود به نظر می‌رسد که در آسمان حرکت می‌کند. الکس غروب خورشید را مشاهده می‌کند که به تدریج به سمت غرب ناپدید می‌شود، که نشان‌دهنده,D,0.9096762537956238,D,0.9450873136520386,True,True,True,True,[0.06589673 0.01297583 0.01145113 0.90967625],[2.8763000e-02 7.6650793e-04 2.5383256e-02 9.4508731e-01]
18,یک تبلیغ خمیردندان بیان می‌کند که یک برند از خمیردندان‌ها، غلظت بیشتری از فلوراید نسبت به هر خمیردندان دیگری که در دسترس است، دارد. این تبلیغ احتمالاً به این نکته اشاره دارد که خمیردندان تبلیغ‌شده,"['طعم خوشایندی دارد.', 'توسط دندانپزشکان توصیه می\u200cشود.', 'به بهداشت دهان و دندان کمک می\u200cکند.', 'گران\u200cترین برند فروخته\u200cشده است.']",C,تبلیغ خمیردندان با اشاره به غلظت بالای فلوراید، به بهبود بهداشت دهان و دندان اشاره دارد. فلوراید به پیشگیری از پوسیدگی دندان کمک می‌کند و غلظت بیشتر آن نشان‌دهنده تأثیر مثبت بر,C,0.963753879070282,C,0.9810519218444824,True,True,True,True,[0.02266532 0.01213187 0.9637539  0.00144895],[1.3830919e-02 4.4902423e-03 9.8105192e-01 6.2697829e-04]
19,سلول‌ها چه چیزی را تجزیه می‌کنند تا انرژی تولید کنند؟,"['غذا', 'آب', 'کلروفیل', 'دی\u200cاکسید کربن']",A,"سلول‌ها برای تولید انرژی از مواد غذایی مانند کربوهیدرات‌ها، چربی‌ها و پروتئین‌ها استفاده می‌کنند. بنابراین، گزینه ""غذا",A,0.994198203086853,A,0.9964358806610107,True,True,True,True,[0.9941982  0.00189504 0.0011494  0.00275727],[9.9643588e-01 9.0597384e-04 4.8493283e-04 2.1733181e-03]
20,لورا ۵۰ میلی‌لیتر آب جوش را به ۱۰۰ میلی‌لیتر آب یخ اضافه می‌کند. اگر این ۱۵۰ میلی‌لیتر آب سپس در فریزر قرار گیرد، در چه دمايي آب یخ می‌زند؟,"['۰ درجه سانتی\u200cگراد', '۱۵ درجه سانتی\u200cگراد', '۳۷ درجه سانتی\u200cگراد', '۵۰ درجه سانتی\u200cگراد']",A,وقتی لورا 50 میلی‌لیتر آب جوش را به 100 میلی‌لیتر آب یخ اضافه می‌کند، دمای نهایی مخلوط به 0 درجه سانتی‌گراد نزدیک می‌شود. از آنجا که آب یخ بیشتر است، مخلوط در فریزر به 0 درجه سان,A,0.9709250330924988,A,0.9981797933578491,True,True,True,True,[0.97092503 0.01382248 0.0044875  0.01076496],[9.9817979e-01 5.5423845e-04 7.1165618e-04 5.5423845e-04]
21,پیامی از مغز به عضله در بازو توسط کدام ساختارها منتقل می‌شود؟,"['عصب\u200cهای حسی', 'عصب\u200cهای بینابینی', 'عصب\u200cهای حرکتی', 'عصب\u200cهای مکانورسپتوری']",C,سیگنال از مغز به عضله در بازو توسط عصب‌های حرکتی منتقل می‌شود که پیام‌های حرکتی را از سیستم عصبی مرکزی به عضلات می‌رسانند.,C,0.9269867539405823,C,0.991432785987854,True,True,True,True,[0.040412   0.02777473 0.92698675 0.00482653],[7.6589119e-03 4.8961787e-04 9.9143279e-01 4.1879233e-04]
22,ترکیب خاک بر توانایی خاک در حفظ و انتقال آب و هوا تأثیر می‌گذارد. کدام نوع خاک برای کاشت یک باغ مولد بهترین است؟,"['خاک\u200cهای شنی زیرا محتوای سیلیس بالایی دارند.', 'خاک\u200cهای لومی زیرا شامل شن و رس هستند.', 'خاک\u200cهای کمی سنگی زیرا معدنیات مورد نیاز را تأمین می\u200cکنند.', 'خاک\u200cهای رسی زیرا خاک\u200cهای سنگینی هستند و آب را حفظ می\u200cکنند.']",B,خاک لومی بهترین گزینه برای باغچه‌های پربار است زیرا ترکیب مناسبی از شن و رس دارد. این نوع خاک هم آب را حفظ می‌کند و هم هوا را به خوبی منتقل می‌کند، که برای رشد گیاهان ضروری است.,A,0.3312472105026245,B,0.9754813313484192,False,True,True,True,[0.3312472  0.3312472  0.04518104 0.29232463],[2.3211544e-02 9.7548133e-01 5.1280984e-04 7.9425541e-04]
23,زمین در یک روز چند بار حول محور خود می‌چرخد؟,"['یک بار', 'دو بار', '۲۴ بار', '۳۶۵ بار']",A,"زمین در هر ۲۴ ساعت یک بار حول محور خود می‌چرخد که شب و روز را ایجاد می‌کند. بنابراین، پاسخ صحیح گزینه ""یک بار",B,0.5344530344009399,A,0.9997478127479553,False,True,True,True,[0.41623244 0.53445303 0.02619632 0.02311817],[9.9974781e-01 1.4410350e-04 2.0760077e-05 8.7403190e-05]
24,دو دانش‌آموز از آن‌ها خواسته می‌شود که نموداری را در مورد طیف الکترومغناطیسی تهیه کنند. از چپ به راست، نمودار یکی از دانش‌آموزان طیف را از پرتوهای گامای تا امواج رادیویی نشان می‌دهد، در حالی که نمودار دانش‌آموز دیگر عکس آن را نشان می‌دهد. اگر معلم بگوید که هر دو نمودار صحیح هستند، آنگاه,"['اهمیتی ندارد که دانش\u200cآموزان نمودارهای خود را چگونه برچسب\u200cگذاری کنند.', 'راه\u200cهای متعددی برای سازماندهی اطلاعات وجود دارد.', 'امواج دارای خواص یکسانی هستند.', 'دانش\u200cآموزان تشویق می\u200cشوند که کار خود را انجام دهند.']",B,این سوال نشان می‌دهد که دانش‌آموزان می‌توانند اطلاعات را به شیوه‌های مختلف سازماندهی کنند و تنوع در ارائه اطلاعات در علم و آموزش ارزشمند است.,B,0.8339493274688721,B,0.9888346791267395,True,True,True,True,[1.6389394e-01 8.3394933e-01 9.3524628e-05 2.0631202e-03],[1.1071117e-02 9.8883468e-01 1.7173114e-05 7.6964548e-05]
25,زغال‌سنگ سنگی جامد است که از مواد ارگانیک در یک دلتای آب‌گرفته تشکیل شده است. تشکیل زغال‌سنگ نشان می‌دهد که,"['زغال\u200cسنگ عمدتاً از بقایای اسکلتی حیوانات تشکیل شده است.', 'زغال\u200cسنگ از ماگما که در طول زمان جامد شده است تشکیل می\u200cشود.', 'بلافاصله وقتی آب حذف می\u200cشود، به حالت فسیل در می\u200cآید.', 'فرایندهای زمین\u200cشناسی سال\u200cها ادامه دارد.']",D,تشکیل زغال‌سنگ نشان‌دهنده ادامه فرآیندهای زمین‌شناسی به مدت میلیون‌ها سال است. این ماده از مواد آلی در باتلاق‌ها به وجود می‌آید و نیاز به,A,0.9591619372367859,D,0.8445324897766113,False,True,True,True,[0.95916194 0.01353552 0.00161659 0.02568591],[0.12951326 0.02286045 0.00309383 0.8445325 ]
26,ستاره‌ها معمولاً بر اساس درخشندگی ظاهری‌شان در آسمان شب طبقه‌بندی می‌شوند. ستاره‌ها همچنین می‌توانند به طرق دیگر نیز طبقه‌بندی شوند. کدام‌یک از این روش‌ها برای طبقه‌بندی ستاره‌ها کمترین کاربرد را دارد؟,"['رنگ قابل مشاهده', 'ترکیب', 'بافت سطحی', 'دما']",C,طبقه‌بندی ستاره‌ها بر اساس رنگ، ترکیب و دما اطلاعات مفیدی ارائه می‌دهد، اما بافت سطحی به دلیل فاصله و شرایط مشاهده، اطلاعات کمتری برای طبقه‌بندی فراهم,A,0.43724772334098816,C,0.944278359413147,False,True,True,True,[0.43724772 0.34186167 0.05940665 0.161484  ],[0.05306485 0.00132845 0.94427836 0.00132845]
27,مایکل آموخته است که حرکت زمین در منظومه شمسی باعث تغییراتی می‌شود که می‌توان آن‌ها را روی این سیاره مشاهده کرد. کدام تغییر در زمینی که زمانی برای چرخش یک بار بر روی محور خود نیاز دارد، قابل مشاهده است؟,"['تبدیل روز به شب', 'تغییر زمستان به بهار', 'تغییر ژانویه به فوریه', 'تبدیل ماه نو به ماه کامل']",A,"چرخش زمین به دور محورش باعث ایجاد شب و روز می‌شود که در هر ۲۴ ساعت قابل مشاهده است؛ بنابراین گزینه ""تبدیل روز به",A,0.801138162612915,A,0.7895004153251648,True,True,True,False,[0.80113816 0.12214074 0.0576952  0.01902586],[0.7895004  0.19883873 0.00474988 0.00691103]
28,کدام یک از موارد زیر مشاهدهای است درباره ملخها که یک کلاس علوم می‌توانست در پیاده‌روی طبیعت خود انجام دهد؟,"['ملخها در یک ظرف پر از گیاهان بیشترین عمر را خواهند کرد.', 'ملخها سبز رنگ هستند و پاهای پشتی بلندی و شاخکهایی دارند.', 'ملخها احتمالاً علف بیشتری به نسبت برگ درختان خواهند خورد.', 'همه ملخها از تخمهایی که سال قبل گذاشته شده بودند، بیرون آمده\u200cاند.']",B,در پیاده‌روی علمی، دانش‌آموزان می‌توانند به راحتی ویژگی‌های ظاهری ملخ‌ها مانند رنگ سبز، پاهای بلند و شاخک‌ها را مشاهده کرده و ثبت کنند.,B,0.5573395490646362,B,0.9918718338012695,True,True,True,True,[0.23233369 0.55733955 0.1823608  0.02796593],[7.5730351e-03 9.9187183e-01 3.7703922e-04 1.7810072e-04]
29,چه ویژگی ای از DNA باعث تمایز سلولی در جنین های در حال توسعه می شود؟,"['کدام ژن ها وجود دارند', 'چندین نسخه از هر ژن وجود دارد', 'کدام ژن ها فعال هستند', 'چه پروتئینی توسط یک ژن تولید می شود']",C,در توسعه جنین، تمایز سلولی به فعالیت ژن‌ها وابسته است. ژن‌های خاص در سلول‌های مختلف فعال می‌شوند و این فعالیت‌ها باعث ایجاد ویژگی‌ها و عملکردهای متفاوت می‌شود.,C,0.8969911932945251,C,0.9875669479370117,True,True,True,True,[0.05723084 0.04457142 0.8969912  0.00120649],[1.1013817e-02 7.9783821e-04 9.8756695e-01 6.2135700e-04]
30,حرارت، نور و صدا همگی اشکال مختلف ___ هستند.,"['سوخت', 'انرژی', 'ماده', 'الکتریسیته']",B,حرارت، نور و صدا انواع مختلف انرژی هستند که توانایی انجام کار یا ایجاد تغییر در سیستم‌ها را نشان می‌دهند.,B,0.9977158308029175,B,0.9985681772232056,True,True,True,True,[1.5000050e-03 9.9771583e-01 4.1653638e-04 3.6759206e-04],[9.6930342e-04 9.9856818e-01 2.0962657e-04 2.5285789e-04]
31,کدام یک از ویژگی‌های زیر توسط عناصر خانواده کربن به اشتراک گذاشته می‌شود؟,"['عدد اتمی ۶', 'جرم اتمی ۱۲', 'ساختار الکترونی یکسان', 'تعداد الکترون\u200cهای والانس']",D,عناصر خانواده کربن (گروه 14) همگی ۴ الکترون والانس دارند که باعث رفتار مشابه آنها در واکنش‌های شیمیایی و توانایی تشکیل پیوندهای متنوع می‌شود. سایر گزینه‌ها فقط به ویژگی,C,0.6934155225753784,C,0.82696932554245,False,False,False,False,[0.15532748 0.04450206 0.6934155  0.10675491],[0.00813905 0.00141436 0.8269693  0.16347726]
32,کدام یک از این فعالیت‌های انسانی به انقراض گونه‌ها کمک نمی‌کند؟,"['شکار', 'تخریب زیستگاه', 'اکولوژی بازسازی', 'گونه\u200cهای غیربومی معرفی شده']",C,اکولوژی بازسازی به احیای زیستگاه‌های آسیب‌دیده کمک می‌کند و از انقراض گونه‌ها جلوگیری می‌کند. این فعالیت‌ها به حفظ تنوع زیستی و بهبود شرایط محیطی منجر می‌شوند.,B,0.31395941972732544,B,0.9512029886245728,False,False,False,False,[0.13190424 0.31395942 0.2770682  0.2770682 ],[0.02515144 0.951203   0.00635928 0.01728631]
33,عدم تحمل لاکتوز وضعیتی در سیستم گوارش است که در آن شخص قادر به هضم لاکتوز، شکر موجود در شیر، نیست. فردی که به عدم تحمل لاکتوز مبتلا است، آنزیم لاکتاز کافی تولید نمی‌کند که برای شکستن لاکتوز لازم است. اگر تعداد بزرگسالان مبتلا به عدم تحمل لاکتوز بیشتر از کودکان باشد، این امر به چه معناست؟,"['تولید لاکتاز با گذشت زمان کاهش می\u200cیابد.', 'هضم غذا لاکتاز را تجزیه می\u200cکند.', 'عدم تحمل لاکتوز یک واکنش آلرژیک است.', 'عدم تحمل لاکتوز مسری است.']",A,بیشتر بودن بزرگ‌ترها نسبت به کودکان در عدم تحمل لاکتوز نشان‌دهنده کاهش تولید آنزیم لاکتاز با افزایش سن است. افراد بزرگ‌تر معمولاً توانایی هضم لاکتوز را از دست می‌دهند,A,0.9842245578765869,A,0.9997469782829285,True,True,True,True,[0.98422456 0.00758839 0.00460259 0.0035845 ],[9.9974698e-01 1.6979528e-04 4.0329913e-05 4.2930966e-05]
34,چهار ماده در ظرف‌های کوچک قرار می‌گیرند. این مواد سپس از ظرف‌های کوچک به ظرف‌های بزرگ‌تر منتقل می‌شوند. کدام ماده به‌طور کامل ظرف بزرگ‌تر را پر خواهد کرد؟,"['هوا', 'یخ', 'شن', 'آب']",A,آب به عنوان مایع، می‌تواند به طور کامل ظرف بزرگ‌تر را پر کند. سایر مواد مانند یخ و شن جامد هستند و نمی‌توانند به راحتی شکل ظرف را بگیرند. هوا نیز به طور کامل ظرف را پر نمی‌کند. بنابراین، آب بهترین گزینه,D,0.531457245349884,D,0.9765666723251343,False,False,False,False,[0.04943323 0.41389933 0.00521022 0.53145725],[2.3101613e-02 2.6478220e-04 6.6947432e-05 9.7656667e-01]
35,کدام یک از اجسام آسمانی زیر بیشترین چگالی را دارد؟,"['یک سیاره', 'یک شهاب\u200cواره', 'یک سحابی', 'یک ستاره نوترونی']",D,ستاره‌های نوترونی چگالی بسیار بالایی دارند؛ به‌طوری‌که یک قاشق چای‌خوری از ماده آن‌ها معادل وزن یک کوه است. این چگالی ناشی از فشردگی شدید پس از انفجار سوپرنوواست. در مقایسه با سیارات، شهاب,D,0.889293909072876,D,0.8577185273170471,True,True,True,False,[0.04997493 0.05662902 0.00410219 0.8892939 ],[0.0616494  0.07915939 0.00147269 0.8577185 ]
