Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
نیروی جاذبه ایو چطور روی من تاثیر خواهد داشت؟ اگر روی سطح ایو بایستید، وزن کمتری از وزن خود در زمین خواهید داشت. شخصی که روی زمین 200 پوند (90 کیلوگرم) وزن دارد، حدود 36 پوند (16 کیلوگرم) در lo وزن دارد. بنابراین گرانش کمتر شما را به سمت خود می‌کشد.,با توجه به متن، کدام مورد در رابطه با نیروی جاذبه روی ایو صحیح است؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که می‌گوید اگر روی سطح ایو بایستید، وزن کمتری از وزن خود در زمین خواهید داشت. این بدان معنی است که نیروی جاذبه ایو کمتر از نیروی جاذبه زمین است. سپس متن می‌گوید که شخصی که روی زمین 200 پوند وزن دارد، حدود 36 پوند در ایو وزن دارد. این تفاوت وزن به دلیل تفاوت نیروی جاذبه بین دو سیاره است. بنابراین می‌توان نتیجه گرفت که نیروی جاذبه زمین بیشتر از نیروی جاذبه ایو است و شما را به سمت خود می‌کشد.

بنابراین گزینه ۴ صحیح است که می‌گوید نیروی جاذبه زمین بیشتر از جاذبه ایو شما را به سمت خود می‌کشد.</explanation>

<highlight>اگر روی سطح ایو بایستید، وزن کمتری از وزن خود در زمین خواهید داشت. شخصی که روی زمین 200 پوند وزن دارد، حدود 36 پوند در ایو وزن دارد.</highlight>

<keywords>['نیروی جاذبه', 'ایو', 'زمین', 'وزن', 'گرانش']</keywords>",نیروی جاذبه زمین کمتر از جاذبه آیو شما را به سمت خود می‌کشد,نیروی جاذبه ایو بیشتر به سمت خود می‌کشد، به همین دلیل وزن کمتری خواهید داشت,نیروی جاذبه ایو بیشتر به سمت خود می‌کشد، به همین دلیل وزن بیشتری خواهید داشت,نیروی جاذبه زمین بیشتر از جاذبه ایو شما را به سمت خود می‌کشد
سطح کره ماه را صخره و خاک تشکیل داده است. لایه بیرونی ماه پوسته نامیده می‌شود. پوسته در ضلع نزدیک حدود 70 کیلومتر و در سمت دورتر دارای 100 کیلومتر ضخامت دارد. زیر دریاوارها نازک‌تر و زیر زمین‌های مرتفع ضخیم‌تر است. از آنجا که پوسته نازک‌تر می‌شود، ممکن است در طرف نزدیک آن دریاوار بیشتر باشد. گدازه آسان‌تر به بالا و سطح می‌آید.,با توجه به متن، کدام یک از عبارات زیر لایه بیرونی ماه را به درستی توصیف می‌کند؟,3,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به ویژگی‌های پوسته ماه در متن توجه کنیم. در متن گفته شده است که پوسته در ضلع نزدیک حدود 70 کیلومتر و در سمت دورتر دارای 100 کیلومتر ضخامت دارد. همچنین گفته شده است که زیر دریاوارها نازک‌تر و زیر زمین‌های مرتفع ضخیم‌تر است. این بدان معنی است که پوسته در مناطق مرتفع ضخیم‌تر است و در نتیجه، امکان وجود دریاوار کمتر در این مناطق وجود دارد. بنابراین، گزینه ۴ که می‌گوید در زیر زمین‌های مرتفع ممکن است دریاوار کمتری وجود داشته باشد، توصیف درستی از لایه بیرونی ماه است.

</explanation>

<highlight>
پوسته در ضلع نزدیک حدود 70 کیلومتر و در سمت دورتر دارای 100 کیلومتر ضخامت دارد. زیر دریاوارها نازک‌تر و زیر زمین‌های مرتفع ضخیم‌تر است.
</highlight>

<keywords>['پوسته', 'ماه', 'ضخامت', 'دریاوار', 'زمین‌های مرتفع', 'نازک‌تر', 'ضخیم‌تر']</keywords>",لایه نزدیک‌ پوسته ضخیم‌تری دارد,پوسته زیر زمین‌های مرتفع نازک‌تر است,در طرف دور ممکن است دریاوار بیشتری وجود داشته باشد,در زیر زمین‌های مرتفع ممکن است دریاوار کمتری وجود داشته باشد
سطح کره ماه را صخره و خاک تشکیل داده است. لایه بیرونی ماه پوسته نامیده می‌شود. پوسته در ضلع نزدیک حدود 70 کیلومتر و در سمت دورتر دارای 100 کیلومتر ضخامت دارد. زیر دریاوارها نازک‌تر و زیر زمین‌های مرتفع ضخیم‌تر است. از آنجا که پوسته نازک‌تر می‌شود، ممکن است در طرف نزدیک آن دریاوار بیشتر باشد. گدازه آسان‌تر به بالا و سطح می‌آید.,طبق این متن، پوسته ماه در کدام قسمت ضخیم‌ترین است؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به ویژگی‌های پوسته ماه در متن توجه کنیم. در متن گفته شده است که پوسته در ضلع نزدیک حدود 70 کیلومتر و در سمت دورتر دارای 100 کیلومتر ضخامت دارد. همچنین گفته شده است که زیر دریاوارها نازک‌تر و زیر زمین‌های مرتفع ضخیم‌تر است. بر اساس این اطلاعات، می‌توان نتیجه گرفت که پوسته ماه در زیر زمین‌های مرتفع ضخیم‌ترین است.

در اینجا، مقایسه ضخامت پوسته در دو قسمت نزدیک و دورتر از ماه نشان می‌دهد که پوسته در قسمت دورتر ضخیم‌تر است. اما متن همچنین اشاره می‌کند که زیر زمین‌های مرتفع ضخیم‌تر از سایر قسمت‌ها است. بنابراین، می‌توان نتیجه گرفت که پوسته ماه در زیر زمین‌های مرتفع ضخیم‌ترین است.

</explanation>

<highlight>
زیر دریاوارها نازک‌تر و زیر زمین‌های مرتفع ضخیم‌تر است.
</highlight>

<keywords>['پوسته ماه', 'ضخامت', 'دریاوار', 'زمین‌های مرتفع', 'نازک‌تر', 'ضخیم‌تر']</keywords>",در طرف نزدیک,در جایی که دریاوار بیشتر باشد,زیر زمین‌های مرتفع,زیر دریاوار
بسیاری از مردم رویای روزی را دارند که آدمی بتواند به ستاره دیگری سفر کند و دنیاهای دیگر را کشف کند، برخی از مردم از چیزی که آنجا باشد حیرت‌زده خواهند شد و برخی معتقدند که بیگانگان یا دیگر انواع زندگی ممکن است در دیگر سیارات وجود داشته باشد. اما، اگر این اتفاق رخ دهد احتمالاً برای مدت زمانی طولانی اتفاقی نخواهد افتاد. ستاره‌ها به‌قدری از هم دور هستند که بین ستاره‌های «همسایه» تریلیون‌ها مایل فاصله هست. آیا روزی فراخواهد رسید که نبیره‌های شما در کنار دنیایی بیگانه باشند و از اجداد باستانی‌شان متعجب شوند؟,بر اساس متن، کدام مورد از باورهای افرادی خاص است؟,3,"<answer>3</answer>

<explanation>
بر اساس متن، برخی از مردم معتقدند که بیگانگان یا دیگر انواع زندگی ممکن است در دیگر سیارات وجود داشته باشد. این نشان می‌دهد که باور به وجود زندگی در سیارات دیگر یکی از باورهای افرادی خاص است. در متن هیچ اشاره‌ای به سفر انسان‌ها به ستاره‌های دیگر، عدم توانایی انسان‌ها در کاوش در جهان‌های دیگر یا فاصله بین ستاره‌ها نشده است. بلکه تنها باور به وجود زندگی در سیارات دیگر مورد اشاره قرار گرفته است.
</explanation>

<highlight>
برخی از مردم معتقدند که بیگانگان یا دیگر انواع زندگی ممکن است در دیگر سیارات وجود داشته باشد.
</highlight>

<keywords>['بیگانگان', 'زندگی', 'سیارات', 'باور']</keywords>",انسان‌ها به ستاره‌های دیگر سفر کرده‌اند,انسان‌ها قادر به کاوش در جهان‌های دیگر نیستند,زندگی در سیارات دیگر وجود دارد,بین ستاره‌ها کمتر از تریلیون‌ها مایل فاصله وجود دارد
خورشید پوسته‌ای شبیه کره زمین ندارد که بتوانید روی آن بایستید. کل خورشید از گازها، آتش و پلاسما ساخته شده است. هرچه از مرکز خورشید دورتر شوید، این گاز رقیق‌تر می‌شود. وقتی به خورشید نگاه می‌کنیم قسمت بیرونی که می‌بینیم فوتوسفر گفته می‌شود که به معنی «توپ نور» است.,هر چه از مرکز خورشید دورتر می‌شوید، چه چیزی رقیق‌تر می‌شود؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم که می‌گوید «هرچه از مرکز خورشید دورتر شوید، این گاز رقیق‌تر می‌شود». این جمله مستقیماً به سوال پاسخ می‌دهد و می‌گوید که گاز است که رقیق‌تر می‌شود. بنابراین، پاسخ صحیح گزینه ۳ است.
</explanation>

<highlight>
«هرچه از مرکز خورشید دورتر شوید، این گاز رقیق‌تر می‌شود»
</highlight>

<keywords>['خورشید', 'مرکز', 'گاز', 'رقیق‌تر']</keywords>",پلاسما,آتش,گاز,پوسته
خورشید پوسته‌ای شبیه کره زمین ندارد که بتوانید روی آن بایستید. کل خورشید از گازها، آتش و پلاسما ساخته شده است. هرچه از مرکز خورشید دورتر شوید، این گاز رقیق‌تر می‌شود. وقتی به خورشید نگاه می‌کنیم قسمت بیرونی که می‌بینیم فوتوسفر گفته می‌شود که به معنی «توپ نور» است.,با توجه به متن، کدام قسمت از خورشید از زمین قابل مشاهده است؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به ساختار خورشید توجه کنیم. در متن گفته شده است که خورشید از گازها، آتش و پلاسما ساخته شده است و پوسته‌ای شبیه کره زمین ندارد. این بدان معنی است که خورشید یک ساختار جامد ندارد و نمی‌توان روی آن ایستاد. سپس متن می‌گوید که وقتی به خورشید نگاه می‌کنیم، قسمت بیرونی که می‌بینیم فوتوسفر گفته می‌شود. این بدان معنی است که فوتوسفر قسمت بیرونی خورشید است که از زمین قابل مشاهده است. بنابراین، پاسخ صحیح گزینه ۳ است.

</explanation>

<highlight>
وقتی به خورشید نگاه می‌کنیم قسمت بیرونی که می‌بینیم فوتوسفر گفته می‌شود
</highlight>

<keywords>['خورشید', 'فوتوسفر', 'قسمت بیرونی', 'قابل مشاهده']</keywords>",پوسته,پلاسما,فوتوسفر,مرکز
حدود سه هزار سال بعد، در 1610، ستاره‌شناس ایتالیایی گالیلئو گالیله با استفاده از یک تلسکوپ متوجه شد سیاره زهره دقیقاً مانند ماه، دارای قمرهایی است. نمودها صورت می‌گیرند زیرا فقط طرف زهره (یا ماه) که طرف خورشید است روشن می‌شود. نمودهای زهره از نظریه کوپرنیک حمایت می‌کند مبنی براینکه سیارات دور خورشید می‌گردند. سپس چند سال بعد در 1639، یک منجم انگلیسی به نام «جرمایا هاروکس» یک گذر زهره را مشاهده کرد.,کدام یک از مشاهدات زیر به تأیید نظریه کوپرنیک کمک کرد؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که در مورد کدام نظریه صحبت می‌کند. نظریه کوپرنیک بیان می‌کند که سیارات دور خورشید می‌گردند. سپس باید به مشاهداتی که در متن ذکر شده است توجه کنیم. در متن گفته شده است که گالیلئو گالیله با استفاده از یک تلسکوپ متوجه شد که سیاره زهره دقیقاً مانند ماه، دارای قمرهایی است و نمودها صورت می‌گیرند زیرا فقط طرف زهره (یا ماه) که طرف خورشید است روشن می‌شود. این مشاهده نشان می‌دهد که زهره دور خورشید می‌گردد و بنابراین از نظریه کوپرنیک حمایت می‌کند. پس، مشاهده نمودهای زهره به تأیید نظریه کوپرنیک کمک کرد.

</explanation>

<highlight>
نمودهای زهره از نظریه کوپرنیک حمایت می‌کند مبنی براینکه سیارات دور خورشید می‌گردند.
</highlight>

<keywords>['نظریه کوپرنیک', 'گالیلئو گالیله', 'سیاره زهره', 'نمودها', 'خورشید']</keywords>",نمودهای زهره,گذرهای زهره,شباهت‌های خورشید به زهره,شباهت‌های خورشید به ماه
حدود سه هزار سال بعد، در 1610، ستاره‌شناس ایتالیایی گالیلئو گالیله با استفاده از یک تلسکوپ متوجه شد سیاره زهره دقیقاً مانند ماه، دارای قمرهایی است. نمودها صورت می‌گیرند زیرا فقط طرف زهره (یا ماه) که طرف خورشید است روشن می‌شود. نمودهای زهره از نظریه کوپرنیک حمایت می‌کند مبنی براینکه سیارات دور خورشید می‌گردند. سپس چند سال بعد در 1639، یک منجم انگلیسی به نام «جرمایا هاروکس» یک گذر زهره را مشاهده کرد.,کدام یک از موارد زیر توسط گالیلئو گالیله در سال 1610 مشاهده شد؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که در سال 1610 گالیلئو گالیله با استفاده از تلسکوپ متوجه شد که سیاره زهره دارای قمرهایی است. سپس متن می‌گوید که نمودها صورت می‌گیرند زیرا فقط طرف زهره (یا ماه) که طرف خورشید است روشن می‌شود. بنابراین، گالیلئو گالیله در سال 1610 نمودهای زهره را مشاهده کرد.

در گزینه‌های پاسخ، گزینه 2 که مربوط به نمودهای زهره است، تنها گزینه‌ای است که با متن مطابقت دارد. گزینه 1 مربوط به ماه است، در حالی که متن درباره زهره صحبت می‌کند. گزینه 3 مربوط به نظریه کوپرنیک است که در متن به آن اشاره شده است، اما گالیلئو گالیله در سال 1610 این نظریه را مشاهده نکرد، بلکه از طریق مشاهده نمودهای زهره به آن رسید. گزینه 4 مربوط به گذرهای زهره است که توسط جرمایا هاروکس در سال 1639 مشاهده شد، نه توسط گالیلئو گالیله در سال 1610.

بنابراین، گزینه 2 که مربوط به نمودهای زهره است، تنها گزینه صحیح است.</explanation>

<highlight>سیاره زهره دقیقاً مانند ماه، دارای قمرهایی است. نمودها صورت می‌گیرند زیرا فقط طرف زهره (یا ماه) که طرف خورشید است روشن می‌شود.</highlight>

<keywords>['گالیلئو گالیله', 'تلسکوپ', 'سیاره زهره', 'نمودها', 'خورشید', 'ماه', 'قمرها']</keywords>",سمتی از ماه که رو به خورشید است,نمودهای زهره ,سیاره به دور خورشید می‌چرخد,گذرهای زهره
رودخانه آمازون دومین رودخانه از نظر طول و بزرگترین رودخانه کره زمین است. مقدار آبی که این رودخانه با خود می‌برد 8 برابر بیشتر از دومین رودخانه بزرگ جهان است. آمازون پهناورترین رودخانه روی کره زمین نیز هست، و در نقاطی عرض آن به شش مایل می‌رسد. بیست درصد کامل از آبی که از رودخانه‌های زمین به اقیانوسها می‌ریزد از رودخانه آمازون می‌آید. بستر اصلی رود آمازون 6387 کیلومتر (3980 مایل) است و آب هزاران رودخانه کوچک را جمع‌آوری می‌کند.,با توجه به متن، آب رودخانه آمازون از کجا جمع می‌شود؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «آب هزاران رودخانه کوچک را جمع‌آوری می‌کند». این جمله نشان می‌دهد که آب رودخانه آمازون از رودخانه‌های کوچکتر جمع می‌شود. بنابراین، گزینه ۱ رودخانه‌های کوچکتر پاسخ صحیح است.

همچنین، می‌توان به این جمله نیز توجه کرد که «بیست درصد کامل از آبی که از رودخانه‌های زمین به اقیانوسها می‌ریزد از رودخانه آمازون می‌آید». این جمله نشان می‌دهد که رودخانه آمازون آب خود را از رودخانه‌های کوچکتر جمع‌آوری می‌کند و سپس به اقیانوس می‌ریزد.

بنابراین، با توجه به متن، آب رودخانه آمازون از رودخانه‌های کوچکتر جمع می‌شود.</explanation>

<highlight>«آب هزاران رودخانه کوچک را جمع‌آوری می‌کند»</highlight>

<keywords>['رودخانه آمازون', 'رودخانه‌های کوچکتر', 'جمع‌آوری', 'آب']</keywords>",رودخانه‌های کوچکتر,بلندترین رودخانه,اقیانوس‌ها,دومین رودخانه بزرگ
رودخانه آمازون دومین رودخانه از نظر طول و بزرگترین رودخانه کره زمین است. مقدار آبی که این رودخانه با خود می‌برد 8 برابر بیشتر از دومین رودخانه بزرگ جهان است. آمازون پهناورترین رودخانه روی کره زمین نیز هست، و در نقاطی عرض آن به شش مایل می‌رسد. بیست درصد کامل از آبی که از رودخانه‌های زمین به اقیانوسها می‌ریزد از رودخانه آمازون می‌آید. بستر اصلی رود آمازون 6387 کیلومتر (3980 مایل) است و آب هزاران رودخانه کوچک را جمع‌آوری می‌کند.,کدام افتخار به رودخانه آمازون نسبت داده نمی‌شود؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم و افتخاراتی که به رودخانه آمازون نسبت داده شده است را بررسی کنیم. در متن گفته شده است که آمازون «دومین رودخانه از نظر طول» است، بنابراین افتخار طولانی‌ترین رودخانه به آن نسبت داده نمی‌شود. همچنین گفته شده است که آمازون «بزرگترین رودخانه کره زمین» است، بنابراین افتخار بزرگترین رودخانه به آن نسبت داده شده است. علاوه بر این، گفته شده است که آمازون «پهناورترین رودخانه روی کره زمین» است، بنابراین افتخار عریض‌ترین رودخانه به آن نسبت داده شده است. بنابراین، تنها افتخاری که به رودخانه آمازون نسبت داده نمی‌شود، طولانی‌ترین رودخانه است.
</explanation>

<highlight>
«رودخانه آمازون دومین رودخانه از نظر طول و بزرگترین رودخانه کره زمین است»
«پهناورترین رودخانه روی کره زمین نیز هست»
</highlight>

<keywords>['رودخانه آمازون', 'طول', 'بزرگترین', 'پهناورترین', 'افتخار']</keywords>",دومین رودخانه بزرگ جهان است,بزرگترین رودخانه است,طولانی‌ترین رودخانه است,عریض‌ترین رودخانه است
هجده درصد از مردم ونزوئلا بیکار هستند و اکثر آنهایی که شاغل هستند در اقتصاد غیررسمی کار می‌کنند. دو سوم ونزوئلایی‌های شاغل در بخش خدمات این کار را انجام می‌دهند، یعنی تقریباً یک‌چهارم حجم کار در صنعت و یک‌پنجم حجم کار در کشاورزی. نفت یک صنعت مهم برای ونزوئلا ها است، در کشوری که صادرکننده خالص است، حتی اگر تنها یک درصد در صنعت نفت کار کند.,کدام رشته کاری ذکر شده در متن، کمترین تعداد ونزوئلایی‌ها را استخدام می‌کند؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به اطلاعات موجود در متن توجه کنیم. در متن گفته شده است که یک پنجم حجم کار در کشاورزی و تقریباً یک چهارم حجم کار در صنعت است. همچنین گفته شده است که تنها یک درصد در صنعت نفت کار می‌کنند. از این اطلاعات می‌توان نتیجه گرفت که کمترین تعداد ونزوئلایی‌ها در صنعت نفت استخدام می‌شوند. زیرا تنها یک درصد از جمعیت در این بخش کار می‌کنند که کمترین نسبت به سایر بخش‌ها است.
</explanation>

<highlight>تنها یک درصد در صنعت نفت کار می‌کنند.</highlight>

<keywords>['ونزوئلا', 'بیکار', 'شاغل', 'اقتصاد غیررسمی', 'بخش خدمات', 'صنعت', 'کشاورزی', 'نفت', 'صادرکننده خالص']</keywords>",کشاورزی,صنعت,نفت,خدمات
هجده درصد از مردم ونزوئلا بیکار هستند و اکثر آنهایی که شاغل هستند در اقتصاد غیررسمی کار می‌کنند. دو سوم ونزوئلایی‌های شاغل در بخش خدمات این کار را انجام می‌دهند، یعنی تقریباً یک‌چهارم حجم کار در صنعت و یک‌پنجم حجم کار در کشاورزی. نفت یک صنعت مهم برای ونزوئلا ها است، در کشوری که صادرکننده خالص است، حتی اگر تنها یک درصد در صنعت نفت کار کند.,با توجه به متن، کدام یک از بخش‌های زیر بیشترین تعداد ونزوئلایی‌ها را استخدام می‌کند؟,1,"<answer>1</answer>

<explanation>
با توجه به متن، می‌خوانیم که ""دو سوم ونزوئلایی‌های شاغل در بخش خدمات این کار را انجام می‌دهند"". این جمله نشان می‌دهد که بخش خدمات بیشترین تعداد ونزوئلایی‌ها را استخدام می‌کند. در حالی که بخش‌های دیگر مانند کشاورزی و صنعت نیز وجود دارند، اما تعداد کارگران در این بخش‌ها کمتر از بخش خدمات است.

همچنین، متن اشاره می‌کند که ""تقریباً یک‌چهارم حجم کار در صنعت و یک‌پنجم حجم کار در کشاورزی"" انجام می‌شود، که نشان می‌دهد بخش خدمات بیشترین سهم را در استخدام کارگران دارد.

بنابراین، با توجه به اطلاعات موجود در متن، می‌توان گفت که بخش خدمات بیشترین تعداد ونزوئلایی‌ها را استخدام می‌کند.

</explanation>

<highlight>
""دو سوم ونزوئلایی‌های شاغل در بخش خدمات این کار را انجام می‌دهند""
</highlight>

<keywords>['بخش خدمات', 'ونزوئلایی‌ها', 'شاغل', 'تعداد کارگران', 'صنعت', 'کشاورزی', 'نفت']</keywords>",خدمات,کشاورزی,صنعت,نفت
ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.,با توجه به متن، همجوشی به ستاره‌ها امکان چه کاری را می‌دهد؟,3,"<answer>1</answer>

<explanation>
با توجه به متن، همجوشی به ستاره‌ها امکان تشکیل عناصر سنگین‌تر را می‌دهد. در متن آمده است که ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم‌های هیدروژن برای ساخت عناصر سنگین‌تر، نور و گرما تولید می‌کنند. این جمله نشان می‌دهد که همجوشی در ستارگان منجر به تشکیل عناصر سنگین‌تر می‌شود.
</explanation>

<highlight>
ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم‌های هیدروژن برای ساخت عناصر سنگین‌تر، نور و گرما تولید می‌کنند.
</highlight>

<keywords>['همجوشی', 'ستارگان', 'اتم‌های هیدروژن', 'عناصر سنگین‌تر', 'نور', 'گرما']</keywords>",تشکیل عناصر سنگین‌تر,ساخت راکتورهای همجوشی,نشر نور و حرارت,ایجاد اتم‌های هیدروژن
ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.,یک راکتور همجوشی کارامد کدام یک از موارد زیر را تولید خواهد کرد؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که در مورد چیست. متن در مورد ستارگان و تولید انرژی توسط آنها صحبت می کند و سپس به تلاش دانشمندان برای ساخت رآکتوری اشاره می کند که به همان روش انرژی تولید کند. بنابراین، ما باید به دنبال پاسخی باشیم که با تولید انرژی توسط رآکتور همجوشی مرتبط باشد.

در گزینه های پاسخ، تنها گزینه ۴ یعنی انرژی، با تولید انرژی توسط رآکتور همجوشی مرتبط است. زیرا رآکتور همجوشی برای تولید انرژی طراحی شده است. گزینه های دیگر مانند هیدروژن، ستاره ها و اتم ها، هر کدام به یک بخش از متن اشاره می کنند، اما با تولید انرژی توسط رآکتور همجوشی ارتباط مستقیم ندارند.

بنابراین، با توجه به متن و گزینه های پاسخ، می توان گفت که یک رآکتور همجوشی کارامد، انرژی تولید خواهد کرد.
</explanation>

<highlight>
""ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند.""
</highlight>

<keywords>['رآکتور همجوشی', 'انرژی', 'ستارگان', 'هیدروژن', 'اتم ها']</keywords>",هیدروژن,ستاره‌ها,اتم‌ها,انرژی
عناصر و ترکیبات می‌توانند بدون تغییر، از یک حالت به حالت دیگر جابجا شوند. نیتروژن به عنوان یک گاز هنوز همان ویژگی های نیتروژن مایع را دارد. حالت مایع متراکم تر است اما مولکول ها کماکان همان‌ها هستند. آب نمونه دیگری است. آب از دو اتم هیدروژن و یک اتم اکسیژن مرکب تشکیل شده است. ساختار مولکولی آن چه گاز باشد و چه مایع یا جامد، یکسان است. با اینکه حالت فیزیکی آن ممکن است عوض شود، حالت شیمیایی آن تغییری نمی‌کند.,ترکیب شیمیایی آب چیست؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن زمینه رجوع کنیم. در متن گفته شده است که آب از دو اتم هیدروژن و یک اتم اکسیژن مرکب تشکیل شده است. این جمله به وضوح ترکیب شیمیایی آب را مشخص می‌کند. بنابراین، پاسخ صحیح گزینه ۴ است که دو اتم هیدروژن و یک اتم اکسیژن را به عنوان ترکیب شیمیایی آب معرفی می‌کند.

</explanation>

<highlight>
آب از دو اتم هیدروژن و یک اتم اکسیژن مرکب تشکیل شده است.
</highlight>

<keywords>['آب', 'هیدروژن', 'اکسیژن', 'ترکیب شیمیایی']</keywords>",یک اتم هیدروژن و دو اتم اکسیژن,یک اتم هیدروژن و یک اتم اکسیژن,دو اتم هیدروژن و دو اتم اکسیژن,دو اتم هیدروژن و یک اتم اکسیژن
عناصر و ترکیبات می‌توانند بدون تغییر، از یک حالت به حالت دیگر جابجا شوند. نیتروژن به عنوان یک گاز هنوز همان ویژگی های نیتروژن مایع را دارد. حالت مایع متراکم تر است اما مولکول ها کماکان همان‌ها هستند. آب نمونه دیگری است. آب از دو اتم هیدروژن و یک اتم اکسیژن مرکب تشکیل شده است. ساختار مولکولی آن چه گاز باشد و چه مایع یا جامد، یکسان است. با اینکه حالت فیزیکی آن ممکن است عوض شود، حالت شیمیایی آن تغییری نمی‌کند.,وقتی آب تغییر شکل می‌دهد، چه چیزی ثابت می‌ماند؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به ساختار مولکولی آب توجه کنیم. در متن گفته شده است که ساختار مولکولی آب چه گاز باشد و چه مایع یا جامد، یکسان است. این بدان معنی است که وقتی آب تغییر شکل می‌دهد، ساختار مولکولی آن ثابت می‌ماند. یعنی اتم‌های هیدروژن و اکسیژن همچنان به همان صورت در مولکول آب ترکیب شده‌اند.

در این سوال، گزینه‌های دیگر مناسب نیستند. چگالی آب با تغییر شکل آن تغییر می‌کند، زیرا چگالی مایع بیشتر از چگالی گاز است. حالت فیزیکی آب نیز با تغییر شکل آن تغییر می‌کند، زیرا آب می‌تواند از حالت مایع به حالت گاز یا جامد تغییر کند. نیتروژن مایع نیز ارتباطی به آب ندارد.

بنابراین، تنها گزینه صحیح ساختار مولکولی است که ثابت می‌ماند.</explanation>

<highlight>ساختار مولکولی آن چه گاز باشد و چه مایع یا جامد، یکسان است.</highlight>

<keywords>['ساختار مولکولی', 'آب', 'حالت فیزیکی', 'چگالی', 'نیتروژن مایع']</keywords>",ساختار مولکولی,چگالی,حالت فیزیکی,نیتروژن مایع
