Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
هواپیمای اوتر دوموتوره دیروز سعی داشت با شماره پرواز CG4684 از خطوط هوایی Airlines PNG در کوکودا به زمین بنشیند، اما همان موقع هم یک بار ناموفق عمل کرده بود. حدود ده دقیقه قبل از زمانی که قرار بود برای بار دوم برای فرود تلاش کند ناپدید شد. امروز محل سقوط مشخص شد و این نقطه آنقدر غیرقابل دسترسی است که دو مامور پلیس در جنگل پیاده شدند تا به این محل صعود کنند و به دنبال بازماندگان بگردند. جستجو به دلیل همان هوای بد که منجر به فرود ناموفق شده بود، متوقف شد.,چه چیز سبب شد پرواز CG4684 فرودش را نیمه‌تمام بگذارد؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که می‌گوید هواپیما سعی داشت با شماره پرواز CG4684 از خطوط هوایی Airlines PNG در کوکودا به زمین بنشیند، اما ناموفق بود. سپس می‌گوید که جستجو به دلیل همان هوای بد که منجر به فرود ناموفق شده بود، متوقف شد. از این جمله‌ها می‌توان نتیجه گرفت که شرایط آب‌وهوایی نامساعد بود که سبب شد پرواز CG4684 فرودش را نیمه‌تمام بگذارد.

در مرحله بعدی، باید گزینه‌های دیگر را بررسی کنیم تا ببینیم آیا آنها با متن سازگار هستند یا نه. گزینه ۱ می‌گوید محل فرود قابل دسترس نبود، اما متن می‌گوید محل سقوط مشخص شد و ماموران پلیس به آنجا رفتند. گزینه ۲ می‌گوید چند هواپیمای دیگر جلوی CG4684 بودند، اما متن هیچ اشاره‌ای به این موضوع ندارد. گزینه ۳ می‌گوید هواپیما به سمت کوکودا تغییر مسیر داده شد، اما متن می‌گوید هواپیما سعی داشت در کوکودا به زمین بنشیند.

بنابراین، تنها گزینه‌ای که با متن سازگار است، گزینه ۴ است که می‌گوید شرایط آب‌وهوایی نامساعد بود.</explanation>

<highlight>هواپیمای اوتر دوموتوره دیروز سعی داشت با شماره پرواز CG4684 از خطوط هوایی Airlines PNG در کوکودا به زمین بنشیند، اما همان موقع هم یک بار ناموفق عمل کرده بود. ... جستجو به دلیل همان هوای بد که منجر به فرود ناموفق شده بود، متوقف شد.</highlight>

<keywords>[""هواپیما"", ""فرود"", ""شرایط آب‌وهوایی"", ""ناموفق"", ""CG4684""]</keywords>",محل فرود قابل دسترس نبود,چند هواپیمای دیگر جلوی CG4684 بودند,هواپیما به سمت کوکودا تغییر مسیر داده شد,شرایط آب‌وهوایی نامساعد بود
«خوشبختانه هیچ اتفاقی برایم نیفتاد، اما من صحنه‌ای ترسناک را دیدم، زیرا مردم برای بیرون آمدن سعی کردند پنجره‌ها را بشکنند.» مردم با صندلی به قاب شیشه ضربه می‌زدند، ولی پنجره‌ها نشکن بودند. نجات یافته واقعه، فرانسیسکک کوال، گفت: «سرانجام یکی از تخته ها شکسته شد و آنها شروع به بیرون آمدن از طریق پنجره کردند».,براساس متن، کدام عبارات زیر درباره تجربه فرانسیسکک کوال صحیح است؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «خوشبختانه هیچ اتفاقی برایم نیفتاد» که این جمله نشان می‌دهد فرانسیسکک کوال آسیبی ندید. سپس در ادامه متن، او درباره صحنه‌ای ترسناک صحبت می‌کند که مردم سعی کردند پنجره‌ها را بشکنند، اما او در این صحنه آسیبی ندید. در نهایت، او می‌گوید «سرانجام یکی از تخته‌ها شکسته شد و آنها شروع به بیرون آمدن از طریق پنجره کردند». این جمله نیز نشان می‌دهد که او در این حادثه آسیبی ندید و توانست از طریق پنجره خارج شود.

بنابراین، گزینه ۲ که می‌گوید «درنهایت آسیبی به او نرسید» صحیح است.

</explanation>

<highlight>«خوشبختانه هیچ اتفاقی برایم نیفتاد»</highlight>

<keywords>['فرانسیسکک کوال', 'پنجره', 'صندلی', 'شکستن', 'نجات یافته']</keywords>",او توانست یک پنجره را بشکند,درنهایت آسیبی به او نرسید,او هنگام سعی در خارج شدن یک صندلی را شکست,او هنگام سعی در شکستن یک پنجره زخمی شد
طوفان استوایی دانیل، که چهارمین طوفان در فصل طوفان‌های اقیانوس اطلس در سال 2010 است، در اقیانوس اطلس شرقی شکل گرفته است. طوفان، که در فاصله تقریبی 3000 مایل از میامی، فلوریدا واقع شده است، حداکثر پایداری سرعت وزش باد 40 مایل بر ساعت (64 کیلومتر بر ساعت) را دارد. دانشمندان مرکز ملی طوفان پیش بینی می کنند که دانیل تا روز چهارشنبه تقویت می‌شود و به یک طوفان تبدیل می‌شود. از آنجا که طوفان بسیار دورتر از سطح زمین است، ارزیابی تأثیر احتمالی آن بر ایالات متحده یا کارائیب همچنان دشوار است.,چرا اندازه‌گیری تأثیر احتمالی طوفان استوایی دانیل چالش‌برانگیز است؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم که می‌گوید ""از آنجا که طوفان بسیار دورتر از سطح زمین است، ارزیابی تأثیر احتمالی آن بر ایالات متحده یا کارائیب همچنان دشوار است."" این جمله نشان می‌دهد که دلیل چالش‌برانگیز بودن اندازه‌گیری تأثیر احتمالی طوفان استوایی دانیل، فاصله زیاد آن از خشکی است. به این معنی که چون طوفان در اقیانوس اطلس شرقی شکل گرفته است و از خشکی خیلی دور است، ارزیابی تأثیر احتمالی آن بر ایالات متحده یا کارائیب دشوار است.

بنابراین، گزینه ۳ که می‌گوید ""طوفان خیلی از خشکی فاصله دارد""، پاسخ صحیح است.

</explanation>

<highlight>
""از آنجا که طوفان بسیار دورتر از سطح زمین است، ارزیابی تأثیر احتمالی آن بر ایالات متحده یا کارائیب همچنان دشوار است.""
</highlight>

<keywords>['طوفان استوایی دانیل', 'فاصله از خشکی', 'ارزیابی تأثیر احتمالی', 'اقیانوس اطلس شرقی']</keywords>",پیش‌بینی می‌شود این طوفان به یک توفند شدت یابد,دانشمندان درباره پایداری سرعت وزش بادهای طوفان مطمئن نیستند,طوفان خیلی از خشکی فاصله دارد,طوفان فاصله خیلی زیادی از میامی دارد
طوفان استوایی دانیل، که چهارمین طوفان در فصل طوفان‌های اقیانوس اطلس در سال 2010 است، در اقیانوس اطلس شرقی شکل گرفته است. طوفان، که در فاصله تقریبی 3000 مایل از میامی، فلوریدا واقع شده است، حداکثر پایداری سرعت وزش باد 40 مایل بر ساعت (64 کیلومتر بر ساعت) را دارد. دانشمندان مرکز ملی طوفان پیش بینی می کنند که دانیل تا روز چهارشنبه تقویت می‌شود و به یک طوفان تبدیل می‌شود. از آنجا که طوفان بسیار دورتر از سطح زمین است، ارزیابی تأثیر احتمالی آن بر ایالات متحده یا کارائیب همچنان دشوار است.,مطابق با متن، کدام‌یک از عبارات زیر درباره طوفان استوایی دانیل صحیح نیست؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید متن را دقیقاً مطالعه کنیم. در متن آمده است که طوفان استوایی دانیل در اقیانوس اطلس شرقی شکل گرفته است و در فاصله تقریبی 3000 مایل از میامی، فلوریدا واقع شده است. از آنجا که فاصله آن از میامی، فلوریدا بسیار زیاد است، می‌توان گفت که طوفان استوایی دانیل دور از خشکی است. بنابراین، گزینه 4 که می‌گوید طوفان استوایی دانیل نزدیک به خشکی است، صحیح نیست.

در گزینه 1 آمده است که تأثیر آن بر کارائیب معلوم نیست، که این مطلب در متن تأیید شده است. در گزینه 2 آمده است که طوفان استوایی دانیل در اقیانوس اطلس شکل گرفته است، که این مطلب نیز در متن تأیید شده است. در گزینه 3 آمده است که می‌توانست به یک توفند تبدیل شود، که این مطلب نیز در متن تأیید شده است.

بنابراین، تنها گزینه‌ای که صحیح نیست، گزینه 4 است که می‌گوید طوفان استوایی دانیل نزدیک به خشکی است.",تأثیر آن بر کارائیب معلوم نیست,در اقیانوس اطلس شکل گرفت,می‌توانست به یک توفند تبدیل شود,نزدیک به خشکی است
دکتر «لی»‌ همچنین درباره گزارشات از کودکان ترکیه که مبتلا به ویروس آنفولانزای پرندگان A(H5N1) شده‌اند و بیمار نشده‌اند ابراز نگرانی کرد. او خاطرنشان کرد بعضی مطالعات حاکی از آن است که این بیماری برای اینکه بتواند موجب اپیدمی جهانی شود، باید آمار مرگ و میرش پایین بیاید. اگر علائم آنفلوانزا خفیف باقی بماند، این نگرانی وجود دارد که بیماران ممکن است با انجام کارهای روزمره خود افراد بیشتری را آلوده کنند.,مطابق با متن، قبل از سبب شدن یک اپیدمی جهانی پیشنهاد شده چه اتفاقی باید برای بیماری رخ دهد؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به جمله‌ای در متن مراجعه کنیم که می‌گوید: «بعضی مطالعات حاکی از آن است که این بیماری برای اینکه بتواند موجب اپیدمی جهانی شود، باید آمار مرگ و میرش پایین بیاید.» این جمله نشان می‌دهد که قبل از سبب شدن یک اپیدمی جهانی، آمار مرگ و میر بیماری باید پایین بیاید. در نتیجه، گزینه ۱ که می‌گوید «باید کشندگی کمتری داشته باشد» پاسخ صحیح است.

در این جمله، دکتر «لی» ابراز نگرانی کرده است که اگر علائم آنفلوانزا خفیف باقی بماند، بیماران ممکن است با انجام کارهای روزمره خود افراد بیشتری را آلوده کنند. این جمله نیز نشان می‌دهد که اگر بیماری کشندگی کمتری داشته باشد، احتمال اپیدمی جهانی بیشتر می‌شود.

بنابراین، با توجه به متن، قبل از سبب شدن یک اپیدمی جهانی، باید آمار مرگ و میر بیماری پایین بیاید و کشندگی کمتری داشته باشد.</explanation>

<highlight>بعضی مطالعات حاکی از آن است که این بیماری برای اینکه بتواند موجب اپیدمی جهانی شود، باید آمار مرگ و میرش پایین بیاید.</highlight>

<keywords>['اپیدمی جهانی', 'آمار مرگ و میر', 'کشندگی کمتری', 'آنفلوانزا', 'بیماری']</keywords>",باید کشندگی کمتری داشته باشد,علائم آن باید ملایم بماند,افراد بیشتری باید مبتلا شوند,کودکان باید علائم را تجربه کنند
از شب 9 آگوست، چشم موراکوت در حدود هفتاد کیلومتر از استان فوجیان چین فاصله داشت. تخمین زده شده است که طوفان تایفون با سرعت یازده کیلومتر بر ساعت به سمت چین در حرکت است.,مطابق با متن، تایفون چقدر با فوجیان فاصله داشت؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن نگاه کنیم. در متن گفته شده است که «چشم موراکوت در حدود هفتاد کیلومتر از استان فوجیان چین فاصله داشت». این جمله به ما می‌گوید که تایفون چقدر با فوجیان فاصله دارد. عدد هفتاد کیلومتر در این جمله به ما نشان می‌دهد که تایفون در حدود هفتاد کیلومتر از فوجیان فاصله دارد.

بنابراین، پاسخ صحیح گزینه 3 است که هفتاد کیلومتر است.

</explanation>

<highlight>«چشم موراکوت در حدود هفتاد کیلومتر از استان فوجیان چین فاصله داشت»</highlight>

<keywords>['تایفون', 'فوجیان', 'چین', 'فاصله', 'کیلومتر']</keywords>",9 کیلومتر,11 کیلومتر,70 کیلومتر,77 کیلومتر
رئیس جمهور ایالات متحده، جرج دابلیو بوش، صبح روز 16 نوامبر برای شروع سفر هفتگی خود در آسیا، وارد سنگاپور شد. وی مورد استقبال معاون نخست وزیر سنگاپور، وونگ کان سنگ، قرار گرفت و با نخست وزیر سنگاپور، لی هسین لوونگ، بحث در مورد تجارت و تروریسم را آغاز کرد. بوش پس از یک هفته باخت در انتخابات میان دوره‌ای، از گسترش تجارت در آسیا با مخاطبان صحبت کرد.,چه‌کسی از جرج دابلیو بوش هنگام رسیدن به آسیا استقبال کرد؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن آمده است که جرج دابلیو بوش ""مورد استقبال معاون نخست وزیر سنگاپور، وونگ کان سنگ، قرار گرفت"". این جمله 明ا می‌گوید که جرج دابلیو بوش توسط معاون نخست وزیر سنگاپور استقبال شد. بنابراین، پاسخ صحیح گزینه ۴ است.

در گزینه ۱، نخست وزیر آمده است، اما متن می‌گوید که نخست وزیر با جرج دابلیو بوش بحث کرد، نه اینکه او را استقبال کرد. گزینه ۲ نیز صحیح نیست، زیرا متن نمی‌گوید که یکی از حضار او را استقبال کرد. گزینه ۳ نیز اشتباه است، زیرا وونگ کان سنگ معاون نخست وزیر است و لی هسین لوونگ نخست وزیر است، و متن می‌گوید که جرج دابلیو بوش توسط معاون نخست وزیر استقبال شد، نه توسط نخست وزیر و معاون نخست وزیر به همراه.
</explanation>

<highlight>
""مورد استقبال معاون نخست وزیر سنگاپور، وونگ کان سنگ، قرار گرفت""
</highlight>

<keywords>[""جرج دابلیو بوش"", ""سنگاپور"", ""وونگ کان سنگ"", ""معاون نخست وزیر"", ""استقبال""]</keywords>",نخست وزیر,یکی از حضار,وونگ کان سنگ و لی هسین لوونگ,معاون نخست وزیر
رئیس جمهور ایالات متحده، جرج دابلیو بوش، صبح روز 16 نوامبر برای شروع سفر هفتگی خود در آسیا، وارد سنگاپور شد. وی مورد استقبال معاون نخست وزیر سنگاپور، وونگ کان سنگ، قرار گرفت و با نخست وزیر سنگاپور، لی هسین لوونگ، بحث در مورد تجارت و تروریسم را آغاز کرد. بوش پس از یک هفته باخت در انتخابات میان دوره‌ای، از گسترش تجارت در آسیا با مخاطبان صحبت کرد.,رئیس جمهور چه موقع درباره گسترش تجارت آسیا صحبت کرد؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «بوش پس از یک هفته باخت در انتخابات میان دوره‌ای، از گسترش تجارت در آسیا با مخاطبان صحبت کرد.» این جمله نشان می‌دهد که رئیس جمهور درباره گسترش تجارت آسیا صحبت کرد پس از شکست‌های انتخاباتی میان‌دوره‌اش. بنابراین، گزینه ۳ پاسخ صحیح است.

در این سوال، ما باید به زمان صحبت رئیس جمهور درباره گسترش تجارت آسیا توجه کنیم. متن نشان می‌دهد که این صحبت پس از شکست‌های انتخاباتی میان‌دوره‌اش رخ داده است. گزینه‌های دیگر، مانند هنگام رسیدن او در سنگاپور یا همراه وونگ کان سنگ، ارتباطی با زمان صحبت رئیس جمهور درباره گسترش تجارت آسیا ندارند. گزینه ۴ نیز کلی است و زمان مشخصی را نشان نمی‌دهد.

بنابراین، با توجه به متن و زمان صحبت رئیس جمهور درباره گسترش تجارت آسیا، گزینه ۳ پاسخ صحیح است.</explanation>

<highlight>بوش پس از یک هفته باخت در انتخابات میان دوره‌ای، از گسترش تجارت در آسیا با مخاطبان صحبت کرد.</highlight>

<keywords>[""رئیس جمهور"", ""تجارت آسیا"", ""انتخابات میان دوره‌ای"", ""صحبت""]</keywords>",هنگام رسیدن او در سنگاپور,همراه وونگ کان سنگ,پس از شکست‌های انتخاباتی میان‌دوره‌اش,در سراسر تور هفتگی او در آسیا
بیانیه امروز نیز ادامه تعهد دولت در ماه مارس امسال برای تأمین بودجه برای واگن‌های اضافه بود. 300 واگن اضافه مجموع واگن‌هایی که برای کم کردن ازدحام بدست آمده‌اند را به عدد 1300 می‌رساند.,مطابق متن، کدام‌یک از موارد زیر هدف کلی دولت است؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «بیانیه امروز نیز ادامه تعهد دولت در ماه مارس امسال برای تأمین بودجه برای واگن‌های اضافه بود». این جمله نشان می‌دهد که دولت به دنبال تأمین بودجه برای واگن‌های اضافه است. اما هدف کلی دولت چیست؟ برای پاسخ به این سوال، باید به جمله بعدی توجه کنیم که می‌گوید «300 واگن اضافه مجموع واگن‌هایی که برای کم کردن ازدحام بدست آمده‌اند را به عدد 1300 می‌رساند». این جمله نشان می‌دهد که هدف کلی دولت کاهش دادن شلوغی واگن‌ها است. زیرا دولت برای کم کردن ازدحام واگن‌ها، بودجه برای واگن‌های اضافه را تأمین می‌کند.

بنابراین، پاسخ صحیح گزینه 4 است که کاهش دادن شلوغی واگن‌ها را به عنوان هدف کلی دولت معرفی می‌کند.</explanation>

<highlight>«برای کم کردن ازدحام بدست آمده‌اند»</highlight>

<keywords>['تأمین بودجه', 'واگن‌های اضافه', 'کاهش دادن شلوغی', 'هدف کلی دولت']</keywords>",تأمین بودجه واگن‌های بیشتر تا ماه مارس امسال,بدست آوردن مجموع 300 واگن,"بدست آوردن 1,300 واگن بیشتر",کاهش دادن شلوغی واگن‌ها
بیانیه امروز نیز ادامه تعهد دولت در ماه مارس امسال برای تأمین بودجه برای واگن‌های اضافه بود. 300 واگن اضافه مجموع واگن‌هایی که برای کم کردن ازدحام بدست آمده‌اند را به عدد 1300 می‌رساند.,دولت چه چیزی را اعلام کرد؟,1,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به بیانیه امروز اشاره کنیم که ادامه تعهد دولت در ماه مارس امسال برای تأمین بودجه برای واگن‌های اضافه است. این جمله نشان می‌دهد که دولت متعهد به حل مشکل واگن است. همچنین، با اضافه شدن 300 واگن به مجموع واگن‌هایی که برای کم کردن ازدحام بدست آمده‌اند، به عدد 1300 می‌رساند، این نشان می‌دهد که دولت در تلاش است تا مشکل واگن را حل کند. بنابراین، پاسخ صحیح گزینه 2 است.

</explanation>

<highlight>
"" ادامه تعهد دولت در ماه مارس امسال برای تأمین بودجه برای واگن‌های اضافه بود""
""مجموع واگن‌هایی که برای کم کردن ازدحام بدست آمده‌اند را به عدد 1300 می‌رساند""
</highlight>

<keywords>[""تعهد دولت"", ""تأمین بودجه"", ""واگن‌های اضافه"", ""کم کردن ازدحام""]</keywords>",هدف آنها تأمین بودجه 300 واگن بیشتر است,آنها متعهد به تسکین مشکل واگن هستند,"آنها درنظر دارند بودجه 1,300 واگن اضافه را تأمین کنند",مشکل شلوغی تا ماه مارس حل خواهد شد
او گفت: «هیچ اطلاعاتی وجود ندارد که نشان دهد حمله‌ای در آینده نزدیک انتظار می‌رود. با این‌حال، کاهش سطح تهدید به شدید بدان معنی نیست که کلیت تهدید از بین رفته است.»,مطابق با متن، چه اطلاعاتی معلوم است؟,1,"<answer>1</answer>

<explanation>
بر اساس متن، او گفت که کاهش سطح تهدید به شدید بدان معنی نیست که کلیت تهدید از بین رفته است. این جمله نشان می‌دهد که سطح تهدید کاهش یافته است، اما این کاهش به معنی از بین رفتن کامل تهدید نیست. بنابراین، گزینه ۱ صحیح است.

همچنین، او گفت که هیچ اطلاعاتی وجود ندارد که نشان دهد حمله‌ای در آینده نزدیک انتظار می‌رود. این جمله نشان می‌دهد که هیچ اطلاعاتی در مورد حمله‌ای در آینده نزدیک وجود ندارد، اما این به معنی نبودن هیچ خطری نیست. بلکه تهدید هنوز وجود دارد، اما سطح آن کاهش یافته است.

بنابراین، با توجه به متن، گزینه ۱ صحیح است و نشان می‌دهد که سطح خطر کاهش یافته است.

</explanation>

<highlight>
«کاهش سطح تهدید به شدید بدان معنی نیست که کلیت تهدید از بین رفته است.»
</highlight>

<keywords>['سطح تهدید', 'کاهش', 'تهدید', 'حمله']</keywords>",سطح خطر کاهش یافته است,دیگر هیچ خطری وجود ندارد,انتظار یک حمله می‌رود,اطلاعات تأیید کرده است که حمله شدید خواهد بود
مارتلی دیروز در شورای موقت انتخاباتی (CEP) جدید که متشکل از نُه عضو بود سوگند یاد کرد. این پنجمین CEP مارتلی در چهار سال گذشته است. ماه گذشته یک کمیسیون ریاست جمهوری کناره‌گیری شورای انتخاباتی موقت قبلی را به عنوان بخشی از بسته اقدامات برای حرکت کشور به سمت انتخابات جدید توصیه کرد. این کمیسیون پاسخ مارتلی بود به اعتراضات گسترده ضدحکومتی که در ماه اکتبر آغاز شد. اعتراضات گاه خشونت آمیز ناشی از عدم برگزاری انتخابات که قرار بود در سال 2011 برگزار شود، بود.,کدام عبارت درخصوص اعتراضات صحیح نیست؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن آمده است که ""این کمیسیون پاسخ مارتلی بود به اعتراضات گسترده ضدحکومتی که در ماه اکتبر آغاز شد."" این جمله نشان می‌دهد که کمیسیون ریاست جمهوری در پاسخ به اعتراضات تشکیل شد. اما در مورد خواسته‌های اعتراضات هیچ اطلاعاتی در متن ارائه نشده است. بنابراین نمی‌توان گفت که اعتراض‌ها خواستار استعفای شورای موقت انتخاباتی (CEP) قبلی بودند.

در عوض، متن نشان می‌دهد که اعتراضات به دلیل عدم برگزاری انتخابات در سال ۲۰۱۱ آغاز شد. این موضوع در جمله ""اعتراضات گاه خشونت آمیز ناشی از عدم برگزاری انتخابات که قرار بود در سال ۲۰۱۱ برگزار شود، بود"" آمده است. بنابراین گزینه‌های ۱، ۲ و ۴ صحیح هستند و تنها گزینه ۳ صحیح نیست.

</explanation>

<highlight>
""این کمیسیون پاسخ مارتلی بود به اعتراضات گسترده ضدحکومتی که در ماه اکتبر آغاز شد.""
""اعتراضات گاه خشونت آمیز ناشی از عدم برگزاری انتخابات که قرار بود در سال ۲۰۱۱ برگزار شود، بود""
</highlight>

<keywords>[""مارتلی"", ""شورای موقت انتخاباتی"", ""انتخابات"", ""اعتراضات"", ""کمیسیون ریاست جمهوری""]</keywords>",کمیسیون ریاست جمهوری واکنشی به اعتراضات بود,تأخیر در انتخابات سبب اعتراضات شد,اعتراض‌ها خواستار استعفای شورای موقت انتخاباتی (CEP) قبلی شدند,اعتراضات گاهی خشن بودند
مارتلی دیروز در شورای موقت انتخاباتی (CEP) جدید که متشکل از نُه عضو بود سوگند یاد کرد. این پنجمین CEP مارتلی در چهار سال گذشته است. ماه گذشته یک کمیسیون ریاست جمهوری کناره‌گیری شورای انتخاباتی موقت قبلی را به عنوان بخشی از بسته اقدامات برای حرکت کشور به سمت انتخابات جدید توصیه کرد. این کمیسیون پاسخ مارتلی بود به اعتراضات گسترده ضدحکومتی که در ماه اکتبر آغاز شد. اعتراضات گاه خشونت آمیز ناشی از عدم برگزاری انتخابات که قرار بود در سال 2011 برگزار شود، بود.,چه کسی پیشنهاد کرد که شورای موقت انتخاباتی (CEP) قبلی کناره‌گیری کند؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که ""ماه گذشته یک کمیسیون ریاست جمهوری کناره‌گیری شورای انتخاباتی موقت قبلی را به عنوان بخشی از بسته اقدامات برای حرکت کشور به سمت انتخابات جدید توصیه کرد."" این جمله نشان می‌دهد که کمیسیون ریاست جمهوری است که پیشنهاد کناره‌گیری شورای موقت انتخاباتی قبلی را داده است. بنابراین، پاسخ صحیح گزینه ۳ است.

همچنین، در متن هیچ اشاره‌ای به مارتلی یا معترضین به عنوان کسانی که پیشنهاد کناره‌گیری داده‌اند، نشده است. و در مورد اعضای CEP نیز هیچ اشاره‌ای به این که آنها پیشنهاد کناره‌گیری داده‌اند، نشده است. بنابراین، گزینه‌های ۱، ۲ و ۴ رد می‌شوند.

</explanation>

<highlight>ماه گذشته یک کمیسیون ریاست جمهوری کناره‌گیری شورای انتخاباتی موقت قبلی را به عنوان بخشی از بسته اقدامات برای حرکت کشور به سمت انتخابات جدید توصیه کرد.</highlight>

<keywords>['کمیسیون ریاست جمهوری', 'کناره‌گیری', 'شورای موقت انتخاباتی', 'مارتلی', 'معترضین']</keywords>",مارتلی,معترضین ,کمیسیون ریاست جمهوری,اعضای CEP خودشان آن را پیشنهاد دادند
هیأت ژیمناستیک ایالات متحده آمریکا از نامه کمیته المپیک ایالات متحده حمایت می‌کند و نیاز قاطع خانواده المپیک به ترویج محیطی امن برای تمام ورزشکارهای ما را می‌پذیرد. ما با بیانیه USOC موافقیم که با پیشروی و تغییرات معنادار در سازمان ما به جای لغو اعتبار، بهتر می‌توان در خدمت منافع ورزشکاران و باشگاه‌های ما و ورزش آنها بود. هیأت ژیمناستیک ایالت متحده آمریکا از یک تحقیق مستقل حمایت می‌کند که احتمالاً بتواند روشن سازد که موضوع سوء استفاده از بخشی که بازماندگان لری نصار با جسارت بیان کرده بودند چطور مدت‌ها کشف‌نشده باقی ماند و ضمناً تغییرات لازم و مناسب را دربر گیرد. هیأت ژیمناستیک ایالات متحده آمریکا و USOC نیز همان هدف را دارد - امن نمودن ورزش ژیمناستیک و سایر ورزش‌ها تا حد ممکن تا رؤیاهای خود را در محیطی امن، مثبت و توانمند دنبال کنند.,مطابق با این عبارت، چه چیز توسط ژیمناستیک ایالات متحده آمریکا پس از سوء‌استفاده نصار از ورزشکاران حمایت نشده است؟,1,"<answer>1</answer>

<explanation>
با توجه به متن، هیأت ژیمناستیک ایالات متحده آمریکا از نامه کمیته المپیک ایالات متحده حمایت می‌کند و نیاز قاطع خانواده المپیک به ترویج محیطی امن برای تمام ورزشکارهای ما را می‌پذیرد. سپس، متن می‌گوید که ما با بیانیه USOC موافقیم که با پیشروی و تغییرات معنادار در سازمان ما به جای لغو اعتبار، بهتر می‌توان در خدمت منافع ورزشکاران و باشگاه‌های ما و ورزش آنها بود. از این جمله می‌توان استنباط کرد که هیأت ژیمناستیک ایالات متحده آمریکا از لغو گواهی حمایت نکرده است.
</explanation>

<highlight>
ما با بیانیه USOC موافقیم که با پیشروی و تغییرات معنادار در سازمان ما به جای لغو اعتبار، بهتر می‌توان در خدمت منافع ورزشکاران و باشگاه‌های ما و ورزش آنها بود.
</highlight>

<keywords>[""هیأت ژیمناستیک ایالات متحده آمریکا"", ""کمیته المپیک ایالات متحده"", ""لغو گواهی"", ""تغییرات معنادار"", ""منافع ورزشکاران""]</keywords>",لغو گواهی,ایجاد یک محیط توانمند,تغییرات ضروری درون‌سازمانی,یک تحقیقات مستقل
