topic,,question_id,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,split,choice_1,choice_2,choice_3,choice_4,original_answer,answer_humanity,has_solution,has_lecture,has_hint
chemistry,4852,4853,"Complete the statement.
Methane is ().","['an elementary substance', 'a compound']",1,"Methane is the main component of natural gas, which is used in homes for heating and cooking. The chemical formula for methane is CH4.",closed choice,grade5,natural science,chemistry,Atoms and molecules,Classify elementary substances and compounds using chemical formulas,"Every substance around you is made of one or more chemical elements, or types of atoms. Substances that are made of only one chemical element are elementary substances. Substances that are made of two or more chemical elements bonded together are compounds.
Every chemical element is represented by its own symbol. For some elements, the symbol is one capital letter. For other elements, the symbol is one capital letter and one lowercase letter. For example, the symbol for the element fluorine is F, and the symbol for the element beryllium is Be.
The symbol for each element in a substance is shown in the substance's chemical formula.
An elementary substance is represented by a chemical formula that contains only one symbol.
The symbol may be followed by a subscript. A subscript is text that is smaller and placed lower than the normal line of text. A subscript is included when the atoms in the elementary substance are bonded to form molecules. The subscript tells you the number of atoms in each molecule.
For example, the chemical formula for the elementary substance oxygen is O2. The formula has a subscript of 2. This subscript tells you that there are two atoms in the molecule represented by this chemical formula.
The chemical element represented by the symbol O is also called oxygen. So, the formula O2 tells you that each molecule of O2 contains two oxygen atoms.
A compound is represented by a chemical formula that contains multiple symbols.
For example, in the compound beryllium fluoride, there is one beryllium atom for every two fluorine atoms. This combination is shown in the compound's chemical formula, BeF2. In the formula, the symbol Be represents one beryllium atom. The symbol F followed by the subscript 2 represents two fluorine atoms.","You can tell whether methane is an elementary substance or a compound by counting the number of symbols in its chemical formula. A symbol contains either one capital letter or a capital letter followed by one or two lowercase letters.
The chemical formula for methane is CH4. This formula contains two symbols: C for carbon and H for hydrogen. So, the formula tells you that methane is made of two chemical elements bonded together.
Substances made of two or more chemical elements bonded together are compounds. So, methane is a compound.",val,an elementary substance,a compound,,,a compound,2,1,1,1
chemistry,4821,4822,"Complete the sentence.
In this chemical reaction, sucrose is a ().","['reactant', 'product']",0,"This passage describes a chemical reaction. Read the passage. Then, follow the instructions below.
Honeybees make honey from nectar that they collect from flowers. Nectar is a clear liquid that contains a sugar called sucrose. After a bee collects nectar from a flower, chemicals in the bee's body break down the sucrose into a mixture of fructose and glucose, two simpler sugars. The bee then deposits this mixture into a honeycomb and seals the honeycomb with wax.",closed choice,grade7,natural science,chemistry,Chemical reactions,Identify reactants and products,"A chemical change occurs when new substances are formed from existing substances. This process is called a chemical reaction.
In a chemical reaction, one or more substances change into one or more different substances. During the reaction, the atoms of the original substances are rearranged to form other substances.
The original substances in a chemical reaction are called reactants. These substances react, or go through a chemical change.
The substances that are formed in a chemical reaction are called products. These substances are produced by the chemical reaction.
So, in a chemical reaction, reactants go through a chemical change to form products.","Read the underlined text carefully. Look for information about what happens to sucrose in this chemical reaction.
Honeybees make honey from nectar that they collect from flowers. Nectar is a clear liquid that contains a sugar called sucrose. After a bee collects nectar from a flower, chemicals in the bee's body break down the sucrose into a mixture of fructose and glucose, two simpler sugars. The bee then deposits this mixture into a honeycomb and seals the honeycomb with wax.
The underlined text tells you that when sucrose breaks down, fructose and glucose are formed. When sucrose reacts, or goes through a chemical change, its atoms are rearranged to form fructose and glucose. Because sucrose reacts in this chemical reaction, sucrose is a reactant.",train,reactant,product,,,reactant,1,1,1,1
chemistry,4957,4958,"Complete the sentence.
In this chemical reaction, zinc oxide is a ().","['product', 'reactant']",0,"This passage describes a chemical reaction. Read the passage. Then, follow the instructions below.
Many watches are powered by small, flat batteries called button cells. One common type of button cell contains the metal zinc. When zinc in the battery combines with oxygen in the air, zinc oxide forms. This process generates the electricity that powers the watch.",closed choice,grade7,natural science,chemistry,Chemical reactions,Identify reactants and products,"A chemical change occurs when new substances are formed from existing substances. This process is called a chemical reaction.
In a chemical reaction, one or more substances change into one or more different substances. During the reaction, the atoms of the original substances are rearranged to form other substances.
The original substances in a chemical reaction are called reactants. These substances react, or go through a chemical change.
The substances that are formed in a chemical reaction are called products. These substances are produced by the chemical reaction.
So, in a chemical reaction, reactants go through a chemical change to form products.","Read the underlined text carefully. Look for information about what happens to zinc oxide in this chemical reaction.
Many watches are powered by small, flat batteries called button cells. One common type of button cell contains the metal zinc. When zinc in the battery combines with oxygen in the air, zinc oxide forms. This process generates the electricity that powers the watch.
The underlined text tells you that zinc oxide forms when zinc combines with oxygen. Because zinc oxide is produced by this chemical reaction, zinc oxide is a product.",test,product,reactant,,,product,1,1,1,1
chemistry,4003,4004,"Complete the statement.
Sodium bromide is ().","['a compound', 'an elementary substance']",0,Sodium bromide can be used to kill bacteria in swimming pools. The chemical formula for sodium bromide is NaBr.,closed choice,grade8,natural science,chemistry,Atoms and molecules,Classify elementary substances and compounds using chemical formulas,"There are more than 100 different chemical elements, or types of atoms. Chemical elements make up all of the substances around you.
A substance may be composed of one chemical element or multiple chemical elements. Substances that are composed of only one chemical element are elementary substances. Substances that are composed of multiple chemical elements bonded together are compounds.
Every chemical element is represented by its own atomic symbol. An atomic symbol may consist of one capital letter, or it may consist of a capital letter followed by a lowercase letter. For example, the atomic symbol for the chemical element fluorine is F, and the atomic symbol for the chemical element beryllium is Be.
The atomic symbol for each chemical element in a substance is shown in the substance's chemical formula.
An elementary substance is represented by a chemical formula that contains only one atomic symbol.
The atomic symbol in a chemical formula may be followed by a small number written lower than the symbol. This number is called a subscript. A subscript is included when the atoms in the elementary substance are bonded to form molecules. The subscript shows how many atoms are in each molecule.
For example, the chemical formula for the elementary substance oxygen, O2, has a subscript of 2. This subscript shows that the atomic symbol O represents two atoms. The elementary substance O2 and the chemical element represented by the atomic symbol O are both named oxygen. So, the formula tells you that each molecule of O2 contains two oxygen atoms.
A compound is represented by a chemical formula that contains multiple atomic symbols.
The chemical elements in a compound are bonded together in a fixed ratio. This ratio is shown in a compound's chemical formula.
For example, in the compound beryllium fluoride, there is one beryllium atom for every two fluorine atoms. So, the ratio of beryllium atoms to fluorine atoms is 1 to 2. This ratio is shown in the chemical formula for beryllium fluoride, BeF2. There is no subscript following the atomic symbol Be because that symbol represents one atom. The subscript 2 follows the atomic symbol F to show that the symbol represents two atoms.","You can tell whether sodium bromide is an elementary substance or a compound by counting the number of atomic symbols in its chemical formula. An atomic symbol consists of either one capital letter or a capital letter followed by one or two lowercase letters.
The chemical formula for sodium bromide, NaBr, contains two atomic symbols: Na for sodium and Br for bromine. So, the formula tells you that sodium bromide is composed of two chemical elements bonded together.
Since sodium bromide is composed of multiple chemical elements bonded together, sodium bromide is a compound.",test,a compound,an elementary substance,,,a compound,1,1,1,1
chemistry,5351,5352,"Complete the statement.
Propane is ().","['an elementary substance', 'a compound']",1,"Propane is used as fuel for heaters, engines, and outdoor grills. The chemical formula for propane is C3H8.",closed choice,grade5,natural science,chemistry,Atoms and molecules,Classify elementary substances and compounds using chemical formulas,"Every substance around you is made of one or more chemical elements, or types of atoms. Substances that are made of only one chemical element are elementary substances. Substances that are made of two or more chemical elements bonded together are compounds.
Every chemical element is represented by its own symbol. For some elements, the symbol is one capital letter. For other elements, the symbol is one capital letter and one lowercase letter. For example, the symbol for the element fluorine is F, and the symbol for the element beryllium is Be.
The symbol for each element in a substance is shown in the substance's chemical formula.
An elementary substance is represented by a chemical formula that contains only one symbol.
The symbol may be followed by a subscript. A subscript is text that is smaller and placed lower than the normal line of text. A subscript is included when the atoms in the elementary substance are bonded to form molecules. The subscript tells you the number of atoms in each molecule.
For example, the chemical formula for the elementary substance oxygen is O2. The formula has a subscript of 2. This subscript tells you that there are two atoms in the molecule represented by this chemical formula.
The chemical element represented by the symbol O is also called oxygen. So, the formula O2 tells you that each molecule of O2 contains two oxygen atoms.
A compound is represented by a chemical formula that contains multiple symbols.
For example, in the compound beryllium fluoride, there is one beryllium atom for every two fluorine atoms. This combination is shown in the compound's chemical formula, BeF2. In the formula, the symbol Be represents one beryllium atom. The symbol F followed by the subscript 2 represents two fluorine atoms.","You can tell whether propane is an elementary substance or a compound by counting the number of symbols in its chemical formula. A symbol contains either one capital letter or a capital letter followed by one or two lowercase letters.
The chemical formula for propane is C3 H8. This formula contains two symbols: C for carbon and H for hydrogen. So, the formula tells you that propane is made of two chemical elements bonded together.
Substances made of two or more chemical elements bonded together are compounds. So, propane is a compound.",test,an elementary substance,a compound,,,a compound,2,1,1,1
chemistry,2472,2473,"Complete the statement.
During this chemical reaction, the airbag becomes ().","['warmer', 'colder']",0,"When a chemical reaction absorbs or releases thermal energy, the reaction causes a change in temperature. Read the passage about a chemical reaction that absorbs or releases thermal energy. Then, follow the instructions below.
Airbags reduce injuries during car crashes by inflating quickly to provide cushions for people inside a car. Older airbags contain a small amount of sodium azide (NaN3). If a crash occurs, the sodium azide is heated, causing it to break down into sodium metal (Na) and nitrogen gas (N2). In less than one-tenth of a second, enough nitrogen gas is produced to completely fill the airbag. As a result of the reaction, thermal energy is transferred into the surroundings.",closed choice,grade6,natural science,chemistry,Chemical reactions,Describe energy changes in chemical reactions,"During a chemical reaction, thermal energy is absorbed or released as heat. This transfer of thermal energy changes the temperature of the reaction's surroundings. The surroundings are everything around the reaction, such as the solution that the reaction takes place in or the air nearby.
Some reactions release thermal energy into the surroundings. This thermal energy is converted from chemical energy, which is provided by the molecules in the reaction. As the thermal energy moves out of the reaction and into the surroundings, the temperature of the surroundings increases.
Some reactions absorb thermal energy from the surroundings. This thermal energy is converted into chemical energy during the reaction. As the thermal energy moves out of the surroundings and into the reaction, the temperature of the surroundings decreases.","To determine whether the airbag becomes warmer or colder, look for the text that describes the movement of thermal energy during the reaction.Airbags reduce injuries during car crashes by inflating quickly to provide cushions for people inside a car. Older airbags contain a small amount of sodium azide (NaN3). If a crash occurs, the sodium azide is heated, causing it to break down into sodium metal (Na) and nitrogen gas (N2). In less than one-tenth of a second, enough nitrogen gas is produced to completely fill the airbag. As a result of the reaction, thermal energy is transferred into the surroundings.The underlined text tells you that thermal energy is transferred into the surroundings. Because thermal energy moves out of the reaction and into the surroundings, the temperature of the surroundings increases.The surroundings include the airbag that the reaction takes place in. So, the airbag becomes warmer.",train,warmer,colder,,,warmer,1,1,1,1
chemistry,2660,2661,"Complete the statement.
Tin is ().","['an elementary substance', 'a compound']",0,Tin is a metal used to make cans that hold food. The chemical formula for tin is Sn.,closed choice,grade5,natural science,chemistry,Atoms and molecules,Classify elementary substances and compounds using chemical formulas,"Every substance around you is made of one or more chemical elements, or types of atoms. Substances that are made of only one chemical element are elementary substances. Substances that are made of two or more chemical elements bonded together are compounds.
Every chemical element is represented by its own symbol. For some elements, the symbol is one capital letter. For other elements, the symbol is one capital letter and one lowercase letter. For example, the symbol for the element fluorine is F, and the symbol for the element beryllium is Be.
The symbol for each element in a substance is shown in the substance's chemical formula.
An elementary substance is represented by a chemical formula that contains only one symbol.
The symbol may be followed by a subscript. A subscript is text that is smaller and placed lower than the normal line of text. A subscript is included when the atoms in the elementary substance are bonded to form molecules. The subscript tells you the number of atoms in each molecule.
For example, the chemical formula for the elementary substance oxygen is O2. The formula has a subscript of 2. This subscript tells you that there are two atoms in the molecule represented by this chemical formula.
The chemical element represented by the symbol O is also called oxygen. So, the formula O2 tells you that each molecule of O2 contains two oxygen atoms.
A compound is represented by a chemical formula that contains multiple symbols.
For example, in the compound beryllium fluoride, there is one beryllium atom for every two fluorine atoms. This combination is shown in the compound's chemical formula, BeF2. In the formula, the symbol Be represents one beryllium atom. The symbol F followed by the subscript 2 represents two fluorine atoms.","You can tell whether tin is an elementary substance or a compound by counting the number of symbols in its chemical formula. A symbol contains either one capital letter or a capital letter followed by one or two lowercase letters.
The chemical formula for tin is Sn. This formula contains one symbol: Sn. So, the formula tells you that tin is made of one chemical element.
Substances made of only one chemical element are elementary substances. So, tin is an elementary substance.",train,an elementary substance,a compound,,,an elementary substance,1,1,1,1
chemistry,583,584,"Complete the statement.
Chloromethane is ().","['a compound', 'an elementary substance']",0,Chloromethane is found in chemicals that some farmers use to kill weeds. The chemical formula for chloromethane is CH3Cl.,closed choice,grade6,natural science,chemistry,Atoms and molecules,Classify elementary substances and compounds using chemical formulas,"There are more than 100 different chemical elements, or types of atoms. Chemical elements make up all of the substances around you.
A substance may be composed of one chemical element or multiple chemical elements. Substances that are composed of only one chemical element are elementary substances. Substances that are composed of multiple chemical elements bonded together are compounds.
Every chemical element is represented by its own atomic symbol. An atomic symbol may consist of one capital letter, or it may consist of a capital letter followed by a lowercase letter. For example, the atomic symbol for the chemical element fluorine is F, and the atomic symbol for the chemical element beryllium is Be.
The atomic symbol for each chemical element in a substance is shown in the substance's chemical formula.
An elementary substance is represented by a chemical formula that contains only one atomic symbol.
The atomic symbol in a chemical formula may be followed by a small number written lower than the symbol. This number is called a subscript. A subscript is included when the atoms in the elementary substance are bonded to form molecules. The subscript shows how many atoms are in each molecule.
For example, the chemical formula for the elementary substance oxygen, O2, has a subscript of 2. This subscript shows that the atomic symbol O represents two atoms. The elementary substance O2 and the chemical element represented by the atomic symbol O are both named oxygen. So, the formula tells you that each molecule of O2 contains two oxygen atoms.
A compound is represented by a chemical formula that contains multiple atomic symbols.
The chemical elements in a compound are bonded together in a fixed ratio. This ratio is shown in a compound's chemical formula.
For example, in the compound beryllium fluoride, there is one beryllium atom for every two fluorine atoms. So, the ratio of beryllium atoms to fluorine atoms is 1 to 2. This ratio is shown in the chemical formula for beryllium fluoride, BeF2. There is no subscript following the atomic symbol Be because that symbol represents one atom. The subscript 2 follows the atomic symbol F to show that the symbol represents two atoms.","You can tell whether chloromethane is an elementary substance or a compound by counting the number of atomic symbols in its chemical formula. An atomic symbol consists of either one capital letter or a capital letter followed by one or two lowercase letters.
The chemical formula for chloromethane, CH3 Cl, contains three atomic symbols: C for carbon, H for hydrogen, and Cl for chlorine. So, the formula tells you that chloromethane is composed of three chemical elements bonded together.
Since chloromethane is composed of multiple chemical elements bonded together, chloromethane is a compound.",val,a compound,an elementary substance,,,a compound,1,1,1,1
chemistry,2972,2973,"Complete the statement.
Trichlorofluoromethane is ().","['a compound', 'an elementary substance']",0,Trichlorofluoromethane was once used in refrigerators and fire extinguishers. It is no longer used because it harms the atmosphere's ozone layer. The chemical formula for trichlorofluoromethane is CCl3F.,closed choice,grade6,natural science,chemistry,Atoms and molecules,Classify elementary substances and compounds using chemical formulas,"There are more than 100 different chemical elements, or types of atoms. Chemical elements make up all of the substances around you.
A substance may be composed of one chemical element or multiple chemical elements. Substances that are composed of only one chemical element are elementary substances. Substances that are composed of multiple chemical elements bonded together are compounds.
Every chemical element is represented by its own atomic symbol. An atomic symbol may consist of one capital letter, or it may consist of a capital letter followed by a lowercase letter. For example, the atomic symbol for the chemical element fluorine is F, and the atomic symbol for the chemical element beryllium is Be.
The atomic symbol for each chemical element in a substance is shown in the substance's chemical formula.
An elementary substance is represented by a chemical formula that contains only one atomic symbol.
The atomic symbol in a chemical formula may be followed by a small number written lower than the symbol. This number is called a subscript. A subscript is included when the atoms in the elementary substance are bonded to form molecules. The subscript shows how many atoms are in each molecule.
For example, the chemical formula for the elementary substance oxygen, O2, has a subscript of 2. This subscript shows that the atomic symbol O represents two atoms. The elementary substance O2 and the chemical element represented by the atomic symbol O are both named oxygen. So, the formula tells you that each molecule of O2 contains two oxygen atoms.
A compound is represented by a chemical formula that contains multiple atomic symbols.
The chemical elements in a compound are bonded together in a fixed ratio. This ratio is shown in a compound's chemical formula.
For example, in the compound beryllium fluoride, there is one beryllium atom for every two fluorine atoms. So, the ratio of beryllium atoms to fluorine atoms is 1 to 2. This ratio is shown in the chemical formula for beryllium fluoride, BeF2. There is no subscript following the atomic symbol Be because that symbol represents one atom. The subscript 2 follows the atomic symbol F to show that the symbol represents two atoms.","You can tell whether trichlorofluoromethane is an elementary substance or a compound by counting the number of atomic symbols in its chemical formula. An atomic symbol consists of either one capital letter or a capital letter followed by one or two lowercase letters.
The chemical formula for trichlorofluoromethane, CCl3 F, contains three atomic symbols: C for carbon, Cl for chlorine, and F for fluorine. So, the formula tells you that trichlorofluoromethane is composed of three chemical elements bonded together.
Since trichlorofluoromethane is composed of multiple chemical elements bonded together, trichlorofluoromethane is a compound.",train,a compound,an elementary substance,,,a compound,1,1,1,1
chemistry,3530,3531,"Complete the statement.
Gallium arsenide is ().","['a compound', 'an elementary substance']",0,Gallium arsenide is found in the solar cells that power the robotic vehicles used by scientists to explore Mars. The chemical formula for gallium arsenide is GaAs.,closed choice,grade8,natural science,chemistry,Atoms and molecules,Classify elementary substances and compounds using chemical formulas,"There are more than 100 different chemical elements, or types of atoms. Chemical elements make up all of the substances around you.
A substance may be composed of one chemical element or multiple chemical elements. Substances that are composed of only one chemical element are elementary substances. Substances that are composed of multiple chemical elements bonded together are compounds.
Every chemical element is represented by its own atomic symbol. An atomic symbol may consist of one capital letter, or it may consist of a capital letter followed by a lowercase letter. For example, the atomic symbol for the chemical element fluorine is F, and the atomic symbol for the chemical element beryllium is Be.
The atomic symbol for each chemical element in a substance is shown in the substance's chemical formula.
An elementary substance is represented by a chemical formula that contains only one atomic symbol.
The atomic symbol in a chemical formula may be followed by a small number written lower than the symbol. This number is called a subscript. A subscript is included when the atoms in the elementary substance are bonded to form molecules. The subscript shows how many atoms are in each molecule.
For example, the chemical formula for the elementary substance oxygen, O2, has a subscript of 2. This subscript shows that the atomic symbol O represents two atoms. The elementary substance O2 and the chemical element represented by the atomic symbol O are both named oxygen. So, the formula tells you that each molecule of O2 contains two oxygen atoms.
A compound is represented by a chemical formula that contains multiple atomic symbols.
The chemical elements in a compound are bonded together in a fixed ratio. This ratio is shown in a compound's chemical formula.
For example, in the compound beryllium fluoride, there is one beryllium atom for every two fluorine atoms. So, the ratio of beryllium atoms to fluorine atoms is 1 to 2. This ratio is shown in the chemical formula for beryllium fluoride, BeF2. There is no subscript following the atomic symbol Be because that symbol represents one atom. The subscript 2 follows the atomic symbol F to show that the symbol represents two atoms.","You can tell whether gallium arsenide is an elementary substance or a compound by counting the number of atomic symbols in its chemical formula. An atomic symbol consists of either one capital letter or a capital letter followed by one or two lowercase letters.
The chemical formula for gallium arsenide, GaAs, contains two atomic symbols: Ga for gallium and As for arsenic. So, the formula tells you that gallium arsenide is composed of two chemical elements bonded together.
Since gallium arsenide is composed of multiple chemical elements bonded together, gallium arsenide is a compound.",test,a compound,an elementary substance,,,a compound,1,1,1,1
earth-science,4778,4779,"Does this passage describe the weather or the climate?
The summers are hot in Kissimmee, Florida.","['weather', 'climate']",1,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade4,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
The summers are hot in Kissimmee, Florida.
This passage tells you about the usual summer temperatures in Kissimmee. It does not describe what the weather is like on a particular day. So, this passage describes the climate.",test,weather,climate,,,climate,2,1,1,1
earth-science,1466,1467,"Does this passage describe the weather or the climate?
Bert noticed that the wind was blowing in from the ocean this afternoon.","['climate', 'weather']",1,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade4,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Bert noticed that the wind was blowing in from the ocean this afternoon.
This passage tells you about the wind direction where Bert was this afternoon. It describes the atmosphere at a certain place and time. So, this passage describes the weather.",test,climate,weather,,,weather,2,1,1,1
earth-science,5586,5587,"Does this passage describe the weather or the climate?
Las Vegas, Nevada, has more than 200 sunny days per year.","['climate', 'weather']",0,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade4,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Las Vegas, Nevada, has more than 200 sunny days per year.
This passage tells you about the usual pattern of clouds in Las Vegas. It does not describe what the weather is like on a particular day. So, this passage describes the climate.",val,climate,weather,,,climate,1,1,1,1
earth-science,3568,3569,"Does this passage describe the weather or the climate?
Pedro put on an extra pair of socks this morning because it was so cold.","['weather', 'climate']",0,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade3,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Pedro put on an extra pair of socks this morning because it was so cold.
This passage tells you about the temperature this morning where Pedro lives. It describes the atmosphere at a certain place and time. So, this passage describes the weather.",val,weather,climate,,,weather,1,1,1,1
earth-science,4048,4049,"Does this passage describe the weather or the climate?
Colleen lives in a town with hot summers and freezing cold winters.","['climate', 'weather']",0,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade3,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Colleen lives in a town with hot summers and freezing cold winters.
This passage tells you about the usual temperatures where Colleen lives. It does not describe what the weather is like on a particular day. So, this passage describes the climate.",val,climate,weather,,,climate,1,1,1,1
earth-science,1368,1369,"Does this passage describe the weather or the climate?
It has not rained in over a week at Laura's house.","['climate', 'weather']",1,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade3,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
It has not rained in over a week at Laura's house.
This passage tells you about the precipitation last week at Laura's house. It describes the atmosphere at a certain place and time. So, this passage describes the weather.",train,climate,weather,,,weather,2,1,1,1
earth-science,4753,4754,"Does this passage describe the weather or the climate?
Donald noticed that the sky was filled with cumulus clouds every day last week.","['climate', 'weather']",1,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade3,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Donald noticed that the sky was filled with cumulus clouds every day last week.
This passage tells you about the clouds Donald saw last week. It describes the atmosphere at a certain place and time. So, this passage describes the weather.",train,climate,weather,,,weather,2,1,1,1
earth-science,2799,2800,"Does this passage describe the weather or the climate?
Where Mark lives, winter is the rainiest season of the year.","['climate', 'weather']",0,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade3,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Where Mark lives, winter is the rainiest season of the year.
This passage tells you about the usual precipitation where Mark lives. It does not describe what the weather is like on a particular day. So, this passage describes the climate.",train,climate,weather,,,climate,1,1,1,1
earth-science,2995,2996,"Does this passage describe the weather or the climate?
Jackie lives in a town with hot summers and freezing cold winters.","['weather', 'climate']",1,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade3,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Jackie lives in a town with hot summers and freezing cold winters.
This passage tells you about the usual temperatures where Jackie lives. It does not describe what the weather is like on a particular day. So, this passage describes the climate.",test,weather,climate,,,climate,2,1,1,1
earth-science,5608,5609,"Does this passage describe the weather or the climate?
Cairo, Egypt, had clear skies today.","['climate', 'weather']",1,Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.,closed choice,grade4,natural science,earth-science,Weather and climate,What's the difference between weather and climate?,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.","Read the text carefully.
Cairo, Egypt, had clear skies today.
This passage tells you about the cloud cover in Cairo today. It describes the atmosphere at a certain place and time. So, this passage describes the weather.",train,climate,weather,,,weather,2,1,1,1
economics,2226,2227,Suppose Jason decides to go as a superhero. Which result would be a cost?,"['Jason will give up the chance to wear the costume he is more excited about.', ""Jason will save some time and money. He won't have to go out and get a new costume.""]",0,Jason is deciding whether to go as a vampire or a superhero to a costume party. He would rather go as a vampire. But he already has a superhero costume.,closed choice,grade4,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Jason wants or needs:
Jason will give up the chance to wear the costume he is more excited about.",test,Jason will give up the chance to wear the costume he is more excited about.,Jason will save some time and money. He won't have to go out and get a new costume.,,,Jason will give up the chance to wear the costume he is more excited about.,1,1,1,1
economics,4010,4011,Is there a surplus or a shortage of tennis rackets?,"['shortage', 'surplus']",0,"Tennis rackets are on sale for $40. The sporting goods store has 50 rackets available for sale. At that price, 65 people want to buy one.",closed choice,grade5,social science,economics,Supply and demand,Identify shortage and surplus,"There is a surplus if there is too much for sale at a given price.
There is a shortage if there is not enough for sale at a given price.
Surpluses and shortages usually happen when people who are selling goods or services charge too much or too little.
When the price is too high, consumers will not want to buy much of the good or service. The quantity demanded will be less than the quantity supplied. So, there will be a surplus.
When the price is too low, too many consumers will want to buy the good or service. The quantity demanded will be more than the quantity supplied. So, there will be a shortage.","At the current price, there are not enough tennis rackets for sale. There are 50 rackets for sale, but 65 people want to buy one.
So, there is a shortage of tennis rackets.",train,shortage,surplus,,,shortage,1,1,1,1
