Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
لئونوو، که به عنوان «کیهان نورد شماره 11» نیز شناخته می شود، بخشی از تیم اصلی فضانوردان اتحاد جماهیر شوروی بود. او در 18 مارس 1965 اولین راهپیمایی فضایی (EVA) را انجام داد و به تنهایی برای حدود دوازده دقیقه در «خارج از سفینه بود». وی بخاطر کارش عنوان «قهرمان اتحاد جماهیر شوروی»، بالاترین درجه افتخار اتحاد جماهیر شوروی، را دریافت کرد. ده سال بعد، او رهبری بخش اتحاد جماهیر شوروی از مأموریت آپولو-سایوز را بر عهده داشت و بدین ترتیب نشان داد كه مسابقه فضایی به پایان رسیده است.,نام دیگر «کیهان نورد» که لئونوو اجرا کرد،‌ چیست؟,3,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن دقت کنیم. در متن آمده است که «لئونوو، که به عنوان «کیهان نورد شماره 11» نیز شناخته می شود». این جمله نشان می دهد که «کیهان نورد شماره 11» نام دیگر لئونوو است. بنابراین، پاسخ صحیح گزینه 4 است.
</explanation>

<highlight>
لئونوو، که به عنوان «کیهان نورد شماره 11» نیز شناخته می شود
</highlight>

<keywords>[""لئونوو"", ""کیهان نورد شماره 11"", ""فضانوردان"", ""اتحاد جماهیر شوروی""]</keywords>",مأموریت آپولو-سایوز,مسابقه فضایی,فعالیت خارج از سفینه,«کیهان نورد شماره 11»
لئونوو، که به عنوان «کیهان نورد شماره 11» نیز شناخته می شود، بخشی از تیم اصلی فضانوردان اتحاد جماهیر شوروی بود. او در 18 مارس 1965 اولین راهپیمایی فضایی (EVA) را انجام داد و به تنهایی برای حدود دوازده دقیقه در «خارج از سفینه بود». وی بخاطر کارش عنوان «قهرمان اتحاد جماهیر شوروی»، بالاترین درجه افتخار اتحاد جماهیر شوروی، را دریافت کرد. ده سال بعد، او رهبری بخش اتحاد جماهیر شوروی از مأموریت آپولو-سایوز را بر عهده داشت و بدین ترتیب نشان داد كه مسابقه فضایی به پایان رسیده است.,لئونوو کدام مأموریت را از طرف تیم جماهیر شوروی انجام داد؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم که می‌گوید ده سال بعد از اولین راهپیمایی فضایی لئونوو، او رهبری بخش اتحاد جماهیر شوروی از مأموریت آپولو-سایوز را بر عهده داشت. این جمله نشان می‌دهد که لئونوو رهبری مأموریت آپولو-سایوز را از طرف تیم جماهیر شوروی انجام داد. بنابراین، پاسخ صحیح گزینه 2 است.

همچنین، باید به این نکته توجه کنیم که مسابقه فضایی یک رویداد کلی است و نه یک مأموریت خاص، بنابراین گزینه 1 صحیح نیست. گزینه 3 نیز یک لقب لئونوو است و نه یک مأموریت. گزینه 4 نیز یک نوع فعالیت فضایی است که لئونوو انجام داد، اما نه یک مأموریت خاص.

</explanation>

<highlight>ده سال بعد، او رهبری بخش اتحاد جماهیر شوروی از مأموریت آپولو-سایوز را بر عهده داشت.</highlight>

<keywords>['لئونوو', 'مأموریت', 'آپولو-سایوز', 'اتحاد جماهیر شوروی', 'فضانوردان']</keywords>",مسابقه فضایی,آپولو-سایوز,«کیهان نورد شماره 11»,EVA
پس از وقوع تصادف، «گیبسون» به بیمارستان منتقل شد ولی کمی پس از آن درگذشت. راننده کامیونی که 64 سال سن دارد در تصادف زخمی نشد. خود خودرو تقریباً‌ ساعت 1200 گرینویچ همان روز از صحنه تصادف برده شد. شخصی که در یک گاراژ نزدیک محل وقوع تصادف کار می‌کرد گفت: «کودکان منتظر بودند که از جاده عبور کنند و همگی جیغ می‌زدند و گریه می‌کردند.» آنها همگی از محلی که حادثه رخ داده بود با دویدن به عقب رفتند.,چه کسی در تصادف صدمه دید؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «گیبسون» پس از وقوع تصادف به بیمارستان منتقل شد ولی کمی پس از آن درگذشت. این جمله نشان می‌دهد که «گیبسون» در تصادف صدمه دیده است. در حالی که راننده کامیون 64 ساله در تصادف زخمی نشد. همچنین، هیچ اشاره‌ای به صدمه دیدن کارگر گاراژ یا کودکان نشده است. بنابراین، تنها کسی که در تصادف صدمه دیده است «گیبسون» است.

</explanation>

<highlight>
«گیبسون» پس از وقوع تصادف به بیمارستان منتقل شد ولی کمی پس از آن درگذشت.
راننده کامیونی که 64 سال سن دارد در تصادف زخمی نشد.
</highlight>

<keywords>[""تصادف"", ""گیبسون"", ""راننده کامیون"", ""صدمه دیدن""]</keywords>",«گیبسون»,کارگر گاراژ,کودکان,راننده کامیون
پس از وقوع تصادف، «گیبسون» به بیمارستان منتقل شد ولی کمی پس از آن درگذشت. راننده کامیونی که 64 سال سن دارد در تصادف زخمی نشد. خود خودرو تقریباً‌ ساعت 1200 گرینویچ همان روز از صحنه تصادف برده شد. شخصی که در یک گاراژ نزدیک محل وقوع تصادف کار می‌کرد گفت: «کودکان منتظر بودند که از جاده عبور کنند و همگی جیغ می‌زدند و گریه می‌کردند.» آنها همگی از محلی که حادثه رخ داده بود با دویدن به عقب رفتند.,چه اتفاقی برای افراد درگیر در تصادف رخ داد؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «گیبسون» پس از تصادف به بیمارستان منتقل شد ولی کمی پس از آن درگذشت. این نشان می‌دهد که «گیبسون» در تصادف فوت کرده است. از سوی دیگر، گفته شده است که راننده کامیونی که 64 سال سن دارد در تصادف زخمی نشد. این نشان می‌دهد که راننده کامیون صدمه ندید. بنابراین، می‌توان گفت که یکی از افراد درگیر در تصادف فوت کرده است و دیگری صدمه ندید.

</explanation>

<highlight>
«گیبسون» پس از تصادف به بیمارستان منتقل شد ولی کمی پس از آن درگذشت. راننده کامیونی که 64 سال سن دارد در تصادف زخمی نشد.
</highlight>

<keywords>['تصادف', 'گیبسون', 'بیمارستان', 'راننده کامیون', 'زخمی نشد', 'فوت کرد']</keywords>",هر دو فوت کردند,یکی صدمه ندید، یکی فوت کرد,در حال جیغ و فریاد زدن بودند,هر دو صدمه دیدند
کار انجام‌شده عمدتاً نظری بود، ولی این برنامه برای شبیه‌سازی مشاهدات صورت‌گرفته از کهکشان قوس نوشته شده بود. تأثیری که این تیم بدنبال آن بود توسط نیروهای موجی بین ماده تاریک کهکشان و ماده تاریک کهکشان راه شیری سبب خواهد شد. همانطور که ماه نیروی کششی بر زمین اعمال می‌کند و سبب موج‌هایی می‌شود، راه شیری نیز نیرویی بر کهکشان قوس وارد می‌کند. دانشمندان توانستند نتیجه بگیرند که ماده تاریک به شکلی یکسان با ماده معمول بر ماده تاریک دیگر تأثیر می‌گذارد. این نظریه می‌گوید که اکثر مواد تاریکِ دور یک کهکشان، دور یک کهکشان به شکل هاله می‌باشند و از مقادیر زیادی ذرات کوچک تشکیل شده‌اند.,محققانی که روی برنامه کار می‌کردند، امید داشتند که اثرات ناشی از چه چیزی را ببینند؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که می‌گوید محققان بدنبال اثری بودند که توسط نیروهای موجی بین ماده تاریک کهکشان و ماده تاریک کهکشان راه شیری سبب خواهد شد. این نیروهای موجی به دلیل نیرویی است که راه شیری بر کهکشان قوس وارد می‌کند، شبیه به ماه که نیروی کششی بر زمین اعمال می‌کند و سبب موج‌هایی می‌شود. بنابراین، محققان امید داشتند که اثرات ناشی از نیروهای موجی را ببینند.
</explanation>

<highlight>
تأثیری که این تیم بدنبال آن بود توسط نیروهای موجی بین ماده تاریک کهکشان و ماده تاریک کهکشان راه شیری سبب خواهد شد.
</highlight>

<keywords>['نیروهای موجی', 'ماده تاریک', 'کهکشان قوس', 'راه شیری', 'موج‌ها']</keywords>",ماده معمول,نیروهای موجی,ذرات ریز,ماده تاریک
کار انجام‌شده عمدتاً نظری بود، ولی این برنامه برای شبیه‌سازی مشاهدات صورت‌گرفته از کهکشان قوس نوشته شده بود. تأثیری که این تیم بدنبال آن بود توسط نیروهای موجی بین ماده تاریک کهکشان و ماده تاریک کهکشان راه شیری سبب خواهد شد. همانطور که ماه نیروی کششی بر زمین اعمال می‌کند و سبب موج‌هایی می‌شود، راه شیری نیز نیرویی بر کهکشان قوس وارد می‌کند. دانشمندان توانستند نتیجه بگیرند که ماده تاریک به شکلی یکسان با ماده معمول بر ماده تاریک دیگر تأثیر می‌گذارد. این نظریه می‌گوید که اکثر مواد تاریکِ دور یک کهکشان، دور یک کهکشان به شکل هاله می‌باشند و از مقادیر زیادی ذرات کوچک تشکیل شده‌اند.,دانشمندان ماده کدام یک را مشاهده می‌‌کردند؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که برنامه برای شبیه‌سازی مشاهدات صورت‌گرفته از کهکشان قوس نوشته شده بود. همچنین گفته شده است که نیروهای موجی بین ماده تاریک کهکشان قوس و ماده تاریک کهکشان راه شیری سبب خواهد شد. این نشان می‌دهد که دانشمندان در حال مطالعه و مشاهده کهکشان قوس و راه شیری هستند.

بنابراین، با توجه به متن، می‌توان گفت که دانشمندان کهکشان قوس و راه شیری را مشاهده می‌کردند.

</explanation>

<highlight>
""این برنامه برای شبیه‌سازی مشاهدات صورت‌گرفته از کهکشان قوس نوشته شده بود. تأثیری که این تیم بدنبال آن بود توسط نیروهای موجی بین ماده تاریک کهکشان قوس و ماده تاریک کهکشان راه شیری سبب خواهد شد.""
</highlight>

<keywords>[""کهکشان قوس"", ""راه شیری"", ""ماده تاریک"", ""نیروهای موجی"", ""مشاهدات""]</keywords>",کهکشان راه شیری و ماه,زمین و کهکشان قوس,زمین و ماه,کهکشان قوس و راه شیری
این مذاکره با مشاجره پیرامون صرف هزینه برای امدادرسانی و بازسازی به دنبال طوفان کاترینا آغاز شد؛ که در آن برخی از محافظه‌کاران مالی به شوخی آن را «معامله اورلئان جدید بوش» نام نهادند. انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است.,با توجه به متن، محافظه‌کاران از کدام مورد انتقاد نکرد؟,3,"<answer>4</answer>

<explanation>
بر اساس متن، محافظه‌کاران مالی به شوخی آن را «معامله اورلئان جدید بوش» نام نهادند، که نشان می‌دهد آنها با صرف هزینه برای بازسازی مخالف نیستند. بلکه انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است. بنابراین، محافظه‌کاران از صرف هزینه برای بازسازی انتقاد نکردند.
</explanation>

<highlight>
« محافظه‌کاران مالی به شوخی آن را «معامله اورلئان جدید بوش» نام نهادند »
</highlight>

<keywords>['محافظه‌کاران', 'صرف هزینه', 'بازسازی', 'لیبرال', 'قراردادهای بازسازی']</keywords>",صرف هزینه برای امدادرسانی,عدم تلاش برای بازسازی,اینکه قراردادهای بازرسی به چه کسی اعطا می‌شود,صرف هزینه برای بازسازی
این مذاکره با مشاجره پیرامون صرف هزینه برای امدادرسانی و بازسازی به دنبال طوفان کاترینا آغاز شد؛ که در آن برخی از محافظه‌کاران مالی به شوخی آن را «معامله اورلئان جدید بوش» نام نهادند. انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است.,چه کسی قراردادهای بازسازی برای تلاش‌های امدادی طوفان کاترینا را مورد انتقاد قرار داد؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است». این جمله نشان می‌دهد که لیبرال‌ها هستند که قراردادهای بازسازی را مورد انتقاد قرار داده‌اند. آنها معتقدند که این قراردادها به خودی‌های واشنگتن اعطا شده است.

بنابراین، با توجه به متن، می‌توان گفت که لیبرال‌ها هستند که قراردادهای بازسازی را مورد انتقاد قرار داده‌اند.

</explanation>

<highlight>
«انتقاد لیبرال از تلاش برای بازسازی بر اعطای قراردادهای بازسازی به خودی‌های واشنگتن متمرکز شده است».
</highlight>

<keywords>['لیبرال', 'قراردادهای بازسازی', 'خودی‌های واشنگتن', 'انتقاد']</keywords>",محافظه‌کاران مالی ,لیبرال‌ها,بوش,خودی‌های واشنگتن
وقتی محفظه به زمین برسد و وارد جو شود، یعنی حدود ساعت 5 صبح (به وقت شرقی)، انتظار می‌رود یک برنامه رقص نور جالب برای اهالی کالیفرنیای شمالی، اورگان، نوادا و یوتا برگزار شود. کپسول بسیار شبیه یک ستاره دنباله‌دار است که سراسر آسمان را طی می‌کند. محفظه با سرعت حدود 12.8 کیلومتر یا 8 مایل بر ثانیه پیمایش خواهد کرد، یعنی آنقدر سریع است که از سان‌فرانسیسکو تا لس‌آنجلس را در عرض یک دقیقه طی می‌کند. استارداست یک رکورد همیشگی جدید برای سریعترین فضاپیما در بازگشت به زمین ایجاد خواهد کرد و رکورد قبلی را که در ماه می 1969 در هنگام بازگشت ماژول فرمان Apollo X ثبت شد، خواهد شکست. تام دوکسبری، مدیر پروژه استارداست گفت: «این تا سواحل غربی شمال کالیفرنیا امتداد خواهد داشت و آسمان را از کالیفرنیا تا نقاط مرکزی اورگان و تا نوادا و آیداهو و یوتا روشن می کند.»,با توجه به متن، نورهای فضاپیمای استارداست ابتدا در کجا قابل مشاهده خواهند بود؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «این تا سواحل غربی شمال کالیفرنیا امتداد خواهد داشت و آسمان را از کالیفرنیا تا نقاط مرکزی اورگان و تا نوادا و آیداهو و یوتا روشن می کند.» این جمله نشان می‌دهد که نورهای فضاپیمای استارداست ابتدا در کالیفرنیای شمالی قابل مشاهده خواهند بود، زیرا متن می‌گوید که این نورها از کالیفرنیا شروع می‌شوند و سپس به نقاط دیگر امتداد می‌یابند.
</explanation>

<highlight>
«این تا سواحل غربی شمال کالیفرنیا امتداد خواهد داشت و آسمان را از کالیفرنیا تا نقاط مرکزی اورگان و تا نوادا و آیداهو و یوتا روشن می کند.»
</highlight>

<keywords>['استارداست', 'کالیفرنیا', 'نور', 'فضاپیما', 'بازگشت به زمین']</keywords>",آيداهو,کالیفرنیای شمالی,نوادا,نقاط مرکزی اورگان
وقتی محفظه به زمین برسد و وارد جو شود، یعنی حدود ساعت 5 صبح (به وقت شرقی)، انتظار می‌رود یک برنامه رقص نور جالب برای اهالی کالیفرنیای شمالی، اورگان، نوادا و یوتا برگزار شود. کپسول بسیار شبیه یک ستاره دنباله‌دار است که سراسر آسمان را طی می‌کند. محفظه با سرعت حدود 12.8 کیلومتر یا 8 مایل بر ثانیه پیمایش خواهد کرد، یعنی آنقدر سریع است که از سان‌فرانسیسکو تا لس‌آنجلس را در عرض یک دقیقه طی می‌کند. استارداست یک رکورد همیشگی جدید برای سریعترین فضاپیما در بازگشت به زمین ایجاد خواهد کرد و رکورد قبلی را که در ماه می 1969 در هنگام بازگشت ماژول فرمان Apollo X ثبت شد، خواهد شکست. تام دوکسبری، مدیر پروژه استارداست گفت: «این تا سواحل غربی شمال کالیفرنیا امتداد خواهد داشت و آسمان را از کالیفرنیا تا نقاط مرکزی اورگان و تا نوادا و آیداهو و یوتا روشن می کند.»,با توجه به متن، فضاپیما در کدام یک از موارد زیر رکورد خواهد زد؟,3,"<answer>3</answer>

<explanation>
با توجه به متن، تام دوکسبری، مدیر پروژه استارداست، می‌گوید که استارداست یک رکورد همیشگی جدید برای سریعترین فضاپیما در بازگشت به زمین ایجاد خواهد کرد. این رکورد قبلی در ماه می 1969 در هنگام بازگشت ماژول فرمان Apollo X ثبت شد. بنابراین، فضاپیما در سریعترین بازگشت به زمین رکورد خواهد زد.

در گزینه 1، روشن کردن وسیع‌ترین گستره آسمان مربوط به نمایش رقص نور جالب است که در هنگام ورود فضاپیما به جو زمین رخ خواهد داد، اما این رکورد نیست. در گزینه 2، قابل مشاهده بودن از اغلب شهرها نیز مربوط به نمایش رقص نور جالب است، اما رکورد نیست. در گزینه 4، سریعترین سفر از سان‌فرانسیسکو تا لس‌آنجلس یک مثال از سرعت فضاپیما است، اما رکورد نیست. تنها گزینه 3، سریعترین بازگشت به زمین، رکوردی است که استارداست خواهد زد.

</explanation>

<highlight>
«استارداست یک رکورد همیشگی جدید برای سریعترین فضاپیما در بازگشت به زمین ایجاد خواهد کرد و رکورد قبلی را که در ماه می 1969 در هنگام بازگشت ماژول فرمان Apollo X ثبت شد، خواهد شکست.»
</highlight>

<keywords>[""استارداست"", ""فضاپیما"", ""بازگشت به زمین"", ""رکورد"", ""سریعترین""]</keywords>",روشن کردن وسیع‌ترین گستره آسمان,قابل مشاهده بودن از اغلب شهرها,سریعترین بازگشت به زمین,سریعترین سفر از سان‌فرانسیسکو تا لس‌آنجلس
مقامات ایالت اوهایو می گویند، یک پزشک که در بیمارستان کودکان پیتزبورگ پنسیلوانیا کار می کرد، پس از اینکه در روز چهارشنبه جسد مادرش در صندوق عقب خودرویش یافت شد، به قتل متهم خواهد شد. دکتر مالار بالاسوبرامانیان، 29 ساله، در بلواش اوهایو، حومه‌ای واقع در 15 کیلومتری شمال سینسیناتی در کنار جاده یافت شد درحالیکه یک تیشرت و زیرپوش آبی به تن داشت و به نظر می‌رسید که کاملا تحت تاثیر دارو قرار دارد. او ماموران را به سمت اولدزموبیل اینتریگ سیاه خود که 500 فوت دورتر بود، هدایت کرد. جسد ساروجا بالاسوبرامانیان 53 ساله در آنجا قرار داشت که در پتوهای آغشته به خون پیچیده شده بود. به گفته پلیس ظاهراً جسد حدود یک روز در آنجا قرار داشته است.,نسبت دکتر مالار بالاسوبرامانیان با ساروجا بالاسوبرامانیان چه بود؟,2,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن آمده است که جسد ساروجا بالاسوبرامانیان در صندوق عقب خودروی دکتر مالار بالاسوبرامانیان پیدا شد. سپس در ادامه متن آمده است که ظاهراً جسد حدود یک روز در آنجا قرار داشته است. با توجه به این اطلاعات، می‌توان نتیجه گرفت که ساروجا بالاسوبرامانیان مادر دکتر مالار بالاسوبرامانیان است، زیرا در متن به قتل متهم شدن دکتر مالار بالاسوبرامانیان پس از پیدا شدن جسد مادرش در صندوق عقب خودرویش اشاره شده است.
</explanation>

<highlight>
""پس از اینکه در روز چهارشنبه جسد مادرش در صندوق عقب خودرویش یافت شد، به قتل متهم خواهد شد.""
""جسد ساروجا بالاسوبرامانیان 53 ساله در آنجا قرار داشت که در پتوهای آغشته به خون پیچیده شده بود.""
</highlight>

<keywords>['دکتر مالار بالاسوبرامانیان', 'ساروجا بالاسوبرامانیان', 'مادر', 'جسد', 'صندوق عقب خودرو']</keywords>",خواهر,دختر,مادر,خاله یا عمه
مقامات ایالت اوهایو می گویند، یک پزشک که در بیمارستان کودکان پیتزبورگ پنسیلوانیا کار می کرد، پس از اینکه در روز چهارشنبه جسد مادرش در صندوق عقب خودرویش یافت شد، به قتل متهم خواهد شد. دکتر مالار بالاسوبرامانیان، 29 ساله، در بلواش اوهایو، حومه‌ای واقع در 15 کیلومتری شمال سینسیناتی در کنار جاده یافت شد درحالیکه یک تیشرت و زیرپوش آبی به تن داشت و به نظر می‌رسید که کاملا تحت تاثیر دارو قرار دارد. او ماموران را به سمت اولدزموبیل اینتریگ سیاه خود که 500 فوت دورتر بود، هدایت کرد. جسد ساروجا بالاسوبرامانیان 53 ساله در آنجا قرار داشت که در پتوهای آغشته به خون پیچیده شده بود. به گفته پلیس ظاهراً جسد حدود یک روز در آنجا قرار داشته است.,جسد ساروجا بالاسوبرامانیان کجا یافت شد؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که جسد ساروجا بالاسوبرامانیان در پتوهای آغشته به خون پیچیده شده بود و در صندوق عقب خودرو قرار داشت. بنابراین، پاسخ صحیح این سوال صندوق عقب خودرو است.
</explanation>

<highlight>
جسد ساروجا بالاسوبرامانیان 53 ساله در آنجا قرار داشت که در پتوهای آغشته به خون پیچیده شده بود.
</highlight>

<keywords>[""جسد"", ""ساروجا بالاسوبرامانیان"", ""صندوق عقب خودرو"", ""پتوهای آغشته به خون""]</keywords>",در سینسیناتی ,در کنار جاده,در صندوق عقب خودرو,در پیتزبورگ
این بزرگترین اکتساب مالکیت در تاریخچه eBay است. این شرکت امیدوار است که منابع سودآوری خود را متنوع کند و در حوزه‌هایی که اسکایپ دارای موقعیتی قدرتمند است، مانند چین، اروپای شرقی و برزیل، محبوبیت کسب کند.,eBay مالکیت چه چیزی را از آن خود کرد؟,3,"<answer>3</answer>

<explanation>
بر اساس متن، eBay بزرگترین اکتساب مالکیت در تاریخچه خود را انجام داده است. سپس در ادامه متن ذکر شده است که این شرکت امیدوار است که منابع سودآوری خود را متنوع کند و در حوزه‌هایی که اسکایپ دارای موقعیتی قدرتمند است، محبوبیت کسب کند. از این رو می‌توان نتیجه گرفت که eBay مالکیت اسکایپ را از آن خود کرده است.

</explanation>

<highlight>
این بزرگترین اکتساب مالکیت در تاریخچه eBay است... در حوزه‌هایی که اسکایپ دارای موقعیتی قدرتمند است...
</highlight>

<keywords>['eBay', 'مالکیت', 'اسکایپ', 'سودآوری', 'موقعیت']</keywords>",Microsoft,Apple,Skype,Zoom
این بزرگترین اکتساب مالکیت در تاریخچه eBay است. این شرکت امیدوار است که منابع سودآوری خود را متنوع کند و در حوزه‌هایی که اسکایپ دارای موقعیتی قدرتمند است، مانند چین، اروپای شرقی و برزیل، محبوبیت کسب کند.,eBay با این اکتساب مالکیت در پی چه چیزی است؟,2,"<answer>2</answer>

<explanation>
با توجه به متن، eBay با این اکتساب مالکیت در پی گسترش تا قلمروهای جدید است. در متن گفته شده است که این شرکت امیدوار است که منابع سودآوری خود را متنوع کند و در حوزه‌هایی که اسکایپ دارای موقعیتی قدرتمند است، مانند چین، اروپای شرقی و برزیل، محبوبیت کسب کند. این نشان می‌دهد که هدف eBay از این اکتساب مالکیت، گسترش به مناطق جدید و کسب موقعیت قدرتمند در آن‌ها است.

در این متن، هیچ اشاره‌ای به تحکیم درآمد خود، افزایش محبوبیت خود یا کسب رضایت سهامدارانش نشده است. بلکه هدف اصلی، گسترش به مناطق جدید است.

بنابراین، گزینه ۲، گسترش تا قلمروهای جدید، پاسخ صحیح است.</explanation>

<highlight>این شرکت امیدوار است که منابع سودآوری خود را متنوع کند و در حوزه‌هایی که اسکایپ دارای موقعیتی قدرتمند است، مانند چین، اروپای شرقی و برزیل، محبوبیت کسب کند.</highlight>

<keywords>['eBay', 'مالکیت', 'گسترش', 'قلمروهای جدید', 'منابع سودآوری', 'اسکایپ', 'چین', 'اروپای شرقی', 'برزیل']</keywords>",تحکیم درآمد خود,گسترش تا قلمروهای جدید,افزایش محبوبیت خود,کسب رضایت سهامدارانش
وقتی درگیری متوقف شد و زخمی‌ها به بیمارستان انتقال داده شدند، حدود 40 زندانی باقیمانده دیگر در حیاط ماندند و از بازگشت به سلول‌هایشان خودداری کردند. مذاکره‌کنندگان سعی کردند اوضاع را مرتب کنند ولی درخواست‌های زندانیان واضح نبود. بین ساعت 10:00-11:00 بعد از ظهر به وقت MDT، آتشی توسط زندانیان در حیاط روشن شد. کمی بعد، افسرهای مجهز به تجهیزات ضد شورش وارد حیاط شدند و زندانی‌ها را با گاز اشک‌آور محدود کردند. خدمه گروه آتش‌نشانی و نجات سرانجام در ساعت 11:35 بعدازظهر آتش را خاموش کردند.,با توجه به متن، چه کسانی با زندانیانی که پس از درگیری در حیاط ماندند تعاملی نداشتند؟,4,"<answer>1</answer>

<explanation>
با توجه به متن، پس از درگیری، زندانیان باقیمانده در حیاط ماندند و از بازگشت به سلول‌هایشان خودداری کردند. مذاکره‌کنندگان سعی کردند اوضاع را مرتب کنند ولی درخواست‌های زندانیان واضح نبود. این نشان می‌دهد که مذاکره‌کنندگان سعی کردند با زندانیان تعامل داشته باشند ولی موفق نشدند. بنابراین، مذاکره‌کنندگان کسانی هستند که با زندانیانی که پس از درگیری در حیاط ماندند تعاملی نداشتند.

همچنین، از متن می‌توان فهمید که خدمه گروه آتش‌نشانی و نجات در ساعت 11:35 بعدازظهر آتش را خاموش کردند، بنابراین آنها با زندانیان تعامل داشتند. افسران نیز با تجهیزات ضد شورش وارد حیاط شدند و زندانی‌ها را با گاز اشک‌آور محدود کردند، بنابراین آنها نیز با زندانیان تعامل داشتند. کارکنان بیمارستان نیز در متن هیچگونه تعاملی با زندانیان در حیاط نداشتند، ولی آنها با زندانیان زخمی که به بیمارستان انتقال داده شدند تعامل داشتند.

بنابراین، تنها مذاکره‌کنندگان هستند که با زندانیانی که پس از درگیری در حیاط ماندند تعاملی نداشتند.
</explanation>

<highlight>
""مذاکره‌کنندگان سعی کردند اوضاع را مرتب کنند ولی درخواست‌های زندانیان واضح نبود.""
</highlight>

<keywords>['مذاکره‌کنندگان', 'زندانیان', 'حیاط', 'درگیری', 'تعامل']</keywords>",مذاکره‌کنندگان,خدمه گروه آتش‌نشانی,افسران,کارکنان بیمارستان
وقتی درگیری متوقف شد و زخمی‌ها به بیمارستان انتقال داده شدند، حدود 40 زندانی باقیمانده دیگر در حیاط ماندند و از بازگشت به سلول‌هایشان خودداری کردند. مذاکره‌کنندگان سعی کردند اوضاع را مرتب کنند ولی درخواست‌های زندانیان واضح نبود. بین ساعت 10:00-11:00 بعد از ظهر به وقت MDT، آتشی توسط زندانیان در حیاط روشن شد. کمی بعد، افسرهای مجهز به تجهیزات ضد شورش وارد حیاط شدند و زندانی‌ها را با گاز اشک‌آور محدود کردند. خدمه گروه آتش‌نشانی و نجات سرانجام در ساعت 11:35 بعدازظهر آتش را خاموش کردند.,کدام یک از موارد زیر در نهایت باعث عقب‌نشینی زندانیان از شورش شد؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به بخش‌هایی از متن که مربوط به عقب‌نشینی زندانیان است توجه کنیم. در متن می‌خوانیم که افسرهای مجهز به تجهیزات ضد شورش وارد حیاط شدند و زندانی‌ها را با گاز اشک‌آور محدود کردند. سپس می‌خوانیم که خدمه گروه آتش‌نشانی و نجات سرانجام در ساعت 11:35 بعدازظهر آتش را خاموش کردند. از این می‌توان نتیجه گرفت که گاز اشک‌آور باعث عقب‌نشینی زندانیان از شورش شد، زیرا پس از استفاده از گاز اشک‌آور، زندانیان دیگر مقاومت نکردند و آتش نیز خاموش شد.

همچنین باید به این نکته توجه کنیم که مذاکره‌کنندگان سعی کردند اوضاع را مرتب کنند ولی درخواست‌های زندانیان واضح نبود، بنابراین مذاکره موفقیت‌آمیز نبود. همچنین هیچ اشاره‌ای به صدمه‌دیده شدن زندانیان نشده است که باعث عقب‌نشینی آنها شود. و در نهایت آتش‌سوزی نیز باعث عقب‌نشینی زندانیان نشد، بلکه خدمه گروه آتش‌نشانی و نجات سرانجام آن را خاموش کردند.

بنابراین، تنها گزینه‌ای که باعث عقب‌نشینی زندانیان از شورش شد، گاز اشک‌آور بود.</explanation>

<highlight>افسرهای مجهز به تجهیزات ضد شورش وارد حیاط شدند و زندانی‌ها را با گاز اشک‌آور محدود کردند.</highlight>

<keywords>[""گاز اشک‌آور"", ""عقب‌نشینی"", ""زندانیان"", ""شورش"", ""مذاکره""]</keywords>",مذاکره موفقیت‌آمیز,گاز اشک‌آور,زندانیان صدمه‌دیده,آتش‌سوزی
